학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,하계학기,대학,컴퓨터공학과,CSE3080,01,자료구조,조회,3.0,"월,화,수,목,금 13:00~15:45 [R912]",6.0,정영민,15,,,,,,,,,,전학년,2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2024 학년도,하계학기,대학,컴퓨터공학과,CSE4190,01,컴퓨터공학 현장실습,조회,3.0,,,정영민,7,,,O,,,,,,,,3-4학년,,구)인턴십,컴퓨터공학전공 3학년 이상만 가능.수강승인(문의: 713-8485)
2024 학년도,하계학기,대학,경제학과,ECO2001,01,경제학원론I,조회,3.0,"월,화,수,목,금 09:00~11:45 [K203]",6.0,김숙영,33,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,경제학과,ECO2002,01,경제학원론II,조회,3.0,"월,화,수,목,금 13:00~15:45 [K203]",6.0,김형욱,16,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,경제학과,ECO2003,01,경제수리기초,조회,3.0,"월,화,수,목,금 09:00~11:45 [K307]",6.0,박경옥,27,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,경제학과,ECO3020,01,경제학현장실습,조회,3.0,,,김영익,4,,,O,,,,,,,전학년,3-4학년,,,"[대면]현장실습과목, 수강승인과목, 경제대학 홈페이지 참고"
2024 학년도,하계학기,대학,교육문화연계전공,EDU3035,01,교육봉사활동,조회,2.0,,,양미경,2,,,,,,,,,,전학년,3-4학년,,성적평가:S/U,교직이수학생만 신청 가능
2024 학년도,하계학기,대학,전자공학과,EEE2187,01,전자공학현장실습,조회,3.0,,,정옥현,1,,,O,,,,,,,,2학년,,,"과목평가: S/U, 현장실습과목/수강승인과목(문의: 717-8017)/전자공학전공자만 가능"
2024 학년도,하계학기,대학,전인교육원,ETS2002,01,논리와비판적사고,조회,3.0,"월,화,수,목,금 13:00~15:45 [K405]",6.0,서상복,24,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,전인교육원,ETS2004,01,종교와세계문화,조회,3.0,"월,화,수,목,금 13:00~15:45 [K306]",6.0,박현준,17,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,전인교육원,HFS2001,01,철학적인간학,조회,3.0,"월,화,수,목,금 09:00~11:45 [K306]",6.0,홍경자,30,,,,,,,,,,전학년,2학년,,인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목,
2024 학년도,하계학기,대학,전인교육원,HFS2001,02,철학적인간학,조회,3.0,"월,화,수,목,금 13:00~15:45 [K303]",6.0,김선영,41,,,,,,,,,,전학년,2학년,,인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목,
2024 학년도,하계학기,대학,전인교육원,HFS2002,01,신학적인간학,조회,3.0,"월,화,수,목,금 13:00~15:45 [K402]",6.0,유정원,30,,,,,,,,,,전학년,2학년,,신의문제(HFS2005)의 대체과목/그리스도교사상(HFS2004)의 대체과목,
2024 학년도,하계학기,대학,신문방송학과,JAS4590,01,인턴십(계절),,3.0,,,김수연,3,,,O,,,,,,,전학년,3-4학년,,"구)언론정보현장실습, S/U과목",현장실습과목
2024 학년도,하계학기,대학,일본문화전공,JPN2012,01,영화를통한일본이해,조회,3.0,"월,화,수,목,금 13:00~15:45 [K403]",6.0,정녕,20,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,미디어&엔터테인먼트학과,MAE4590,01,공연영상현장실습(계절),,3.0,,,사영준,5,,,O,,,,,,,,3-4학년,,S/U과목,수강승인 : 문의 (신문방송학과)
2024 학년도,하계학기,대학,지식융합미디어대학,MAS2003,01,한류,조회,3.0,"월,화,수,목,금 09:00~11:45 [K405]",6.0,최지선,21,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,수학과,MAT2010,01,집합론,조회,3.0,"월,화,수,목,금 13:00~15:45 [K212]",6.0,하구용,19,,,,,,,,,,전학년,2학년,,,
2024 학년도,하계학기,대학,수학과,MAT2110,01,선형대수학,조회,3.0,"월,화,수,목,금 13:00~15:45 [K301]",6.0,한상현,55,,,,,,,,,,전학년,2학년,,,
2024 학년도,하계학기,대학,수학과,MAT2120,01,정수론,조회,3.0,"월,화,수,목,금 13:00~15:45 [K208]",6.0,김순영,14,,,,,,,,,,전학년,2학년,,,
2024 학년도,하계학기,대학,수학과,MAT2230,01,미분방정식,조회,3.0,"월,화,수,목,금 13:00~15:45 [K305]",6.0,이영록,25,,,,,,,,,,전학년,2학년,,,
2024 학년도,하계학기,대학,수학과,MAT2420,01,응용수학II,조회,3.0,"월,화,수,목,금 09:00~11:45 [K212]",6.0,안소영,23,,,,,,,,,,전학년,2학년,,"컴퓨터공학,인공지능학과만 가능",컴퓨터공학 및 인공지능 전공 수강가능. 수학과 1전공 학생 수강불가능
2024 학년도,하계학기,대학,수학과,MAT3020,01,통계학입문,조회,3.0,"월,화,수,목,금 09:00~11:45 [K201]",6.0,임경필,34,,,,,,,,,,전학년,2학년,,응용수학I(MAT2410)과 동등한 과목임,컴퓨터공학 및 인공지능 1전공 학생 수강불가.(응용수학1과 동등과목)
2024 학년도,하계학기,대학,수학과,MAT3460,01,수학현장실습,,3.0,,,김종락,1,,,O,,,,,,,,3-4학년,,"과목평가: S/U, 현장실습, (구)수학인턴쉽","3~4학년 대상 현장실습과목,자연과학부행정팀(R209호)에서 수강신청"
2024 학년도,하계학기,대학,기계공학과,MEE4070,01,기계공학현장실습,,3.0,,,김동철,4,,,O,,,,,,,전학년,3-4학년,,"과목평가:S/U, (구)기계공학인턴쉽I",과목평가:S/U 현장실습과목/수강승인과목(문의:705-8631)/기계공학전공자만 가능
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT2002,01,경영통계학,조회,3.0,"월,화,수,목,금 13:00~15:45 [MA204]",6.0,정예숙,32,,,,,,,,,,전학년,1학년,,"수학,컴공전공자,통계학입문수강자 불가(통계학입문,경제통계학으로대체가능)",
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT2003,01,회계학원론,조회,3.0,"월,화,수,목,금 09:00~11:45 [MA104]",6.0,천준범,51,,,,,,,,,,전학년,1-2학년,,,
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT3003,01,생산관리론,조회,3.0,"월,화,수,목,금 09:00~11:45 [PA101]",6.0,김수효,41,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT4102,01,경영전략,조회,3.0,"월,화,수,목,금 13:00~15:45 [PA101]",6.0,김윤진,62,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT4705,01,경영학현장실습,,3.0,,,정유신,17,,,O,,,,,,,,3-4학년,,"수강승인과목, 성적평가:S/U, (구)경영인턴",
2024 학년도,하계학기,대학,경영학부(경영학전공),MGT4710,01,글로벌리더쉽실습,,3.0,,,정재학,10,,,O,,,,,,,전학년,1-4학년,,"수강승인과목, 과목평가:S/U","수강승인과목(인도네시아 방문프로그램), 경영대 홈페이지 공지 참조, 과목평가:S/U"
2024 학년도,하계학기,대학,철학과,PHI2001,01,철학개론,조회,3.0,"월,화,수,목,금 09:00~11:45 [J313]",6.0,류희성,13,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,하계학기,대학,철학과,PHI2005,01,논리학개론,조회,3.0,"월,화,수,목,금 13:00~15:45 [J325]",6.0,오은영,11,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,하계학기,대학,정치외교학과,POL2002,01,정치학개론,조회,3.0,"월,화,수,목,금 09:00~11:45 [K304]",6.0,한영빈,12,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,종교학과,REL3018,01,불교강독,조회,3.0,"월,화,수,목,금 13:00~15:45 [J313]",6.0,김건엽,15,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,전인교육원,ROT4007,01,군사훈련 Ⅲ,,1.0,,,,1,,,,,,,,,,전학년,2-4학년,,,"7~8월 4주(160H) ""학군사관 후보생 대상, 자유선택,현장실습과목(S/U평가)"""
2024 학년도,하계학기,대학,전인교육원,SHS2005,01,법과지식재산,조회,3.0,"월,화,수,목,금 13:00~15:45 [K202]",6.0,강기봉,65,,,,,,,,,,전학년,1-2학년,,"(구)법과공학, 법과지식산업",
2024 학년도,하계학기,대학,전인교육원,SHS2007,01,생활속의심리학,조회,3.0,"월,화,수,목,금 13:00~15:45",6.0,강재연,64,,,,,,,,,,전학년,1-4학년,,,비대면(실시간)
2024 학년도,하계학기,대학,사회학과,SOC2001,01,사회학개론,조회,3.0,"월,화,수,목,금 13:00~15:45 [K304]",6.0,민병교,18,,,,,,,,,,전학년,1-4학년,,,
2024 학년도,하계학기,대학,스포츠미디어 연계전공,SPM3101,01,스쿠바다이빙,조회,2.0,,,민우식,16,,,,,,,,,,전학년,1-4학년,,장소:체육관(705-8207),"현장실습과목(6월 24일~7월 3일 집중수업)월,화,수,목,금 13:00~19:00"
2024 학년도,하계학기,대학,스포츠미디어 연계전공,SPM3106,01,체력트레이닝,조회,2.0,"월,화,수,목,금 09:00~11:45",6.0,소위영,23,,,,,,,,,,전학년,1-4학년,,장소:체육관(705-8207),체육관 헬스장
2024 학년도,하계학기,대학,스포츠미디어 연계전공,SPM3117,01,요트미스트롤,조회,2.0,"월,화,수,목,금 13:00~19:00",6.0,최대혁,16,,,,,,,,,,전학년,1-4학년,,,"현장실습과목(6월 24일~7월 3일 집중수업)월,화,수,목,금 13:00~19:00"
2024 학년도,하계학기,대학,전인교육원,STS2004,01,대학수학,조회,3.0,"월,화,수,목,금 09:00~11:45 [K305]",6.0,안일주,33,,,,,,,,,,전학년,1학년,,"자연과학대학,공과대학 1전공자 수강불가",
2024 학년도,하계학기,대학,전인교육원,STS2005,01,미적분학I,조회,3.0,"월,화,수,목,금 09:00~11:45 [K301]",6.0,남영우,43,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,전인교육원,STS2006,01,미적분학II,조회,3.0,"월,화,수,목,금 09:00~11:45 [K303]",6.0,유지현,50,,,,,,,,,,전학년,1학년,,,
2024 학년도,하계학기,대학,융합교육원,STS2008,01,고급응용C프로그래밍,조회,3.0,"월,화,수,목,금 09:00~11:45 [D104B]",6.0,정영민,44,,,,,,,,,,전학년,2학년,,"(구)C언어[C프로그래밍수강자,컴공1전공수강불가]/STS2007 대체과목",
2024 학년도,하계학기,대학,전인교육원,STU4026,01,글로벌캡스톤디자인,,2.0,,,구명완,15,O,,O,,,,,,,,1-4학년,,,LINC사업 글로벌캡스톤디자인 프로그램 참여자
2024 학년도,하계학기,대학,전인교육원,TLS1004,01,영어글로벌의사소통II,조회,3.0,"월,화,수,목,금 13:00~15:45",6.0,"Barnard,Stephen John",19,O,,,,,,,,,전학년,1학년,,영어II(고급)(COR1006)의 대체과목/영어II(COR1004)의 대체과목,비대면(실시간)
