학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2023 학년도,1학기,대학,전인교육원,COR1012,14,인문사회글쓰기,조회,3.0,"화,목 10:30~11:45 [J106]",3.0,이해진,31,,,,,,,,,,전학년,1학년,"인문대학,경제대학,사회과학대학,경영대학,커뮤니케이션대학,지식융합대학,지식융합미디어대학(가능)",읽기와쓰기(COR1001)의 대체과목,"인문대학, 사회과학대학, 경제대학, 경영대학, 지식융합미디어대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1012,15,인문사회글쓰기,조회,3.0,"화,목 12:00~13:15 [J104]",3.0,이상헌,30,,,,,,,,,,전학년,1학년,"인문대학,경제대학,사회과학대학,경영대학,커뮤니케이션대학,지식융합대학,지식융합미디어대학(가능)",읽기와쓰기(COR1001)의 대체과목,"인문대학, 사회과학대학, 경제대학, 경영대학, 지식융합미디어대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1012,16,인문사회글쓰기,조회,3.0,"화,목 15:00~16:15 [J106]",3.0,조원규,30,,,,,,,,,,전학년,1학년,"인문대학,경제대학,사회과학대학,경영대학,커뮤니케이션대학,지식융합대학,지식융합미디어대학(가능)",읽기와쓰기(COR1001)의 대체과목,"인문대학, 사회과학대학, 경제대학, 경영대학, 지식융합미디어대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1012,17,인문사회글쓰기,조회,3.0,"수,금 13:30~14:45 [J106]",3.0,조원규,30,,,,,,,,,,전학년,1학년,"인문대학,경제대학,사회과학대학,경영대학,커뮤니케이션대학,지식융합대학,지식융합미디어대학(가능)",읽기와쓰기(COR1001)의 대체과목,"인문대학, 사회과학대학, 경제대학, 경영대학, 지식융합미디어대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,01,자연계글쓰기,조회,3.0,"월,수 10:30~11:45 [J104]",3.0,김영경,31,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,02,자연계글쓰기,조회,3.0,"월,수 12:00~13:15 [J108]",3.0,김영경,29,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,03,자연계글쓰기,조회,3.0,"월,수 12:00~13:15 [X349]",3.0,한새해,30,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,04,자연계글쓰기,조회,3.0,"화,목 10:30~11:45 [J108]",3.0,심진경,28,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,05,자연계글쓰기,조회,3.0,"화,목 12:00~13:15 [J204]",3.0,박진혁,29,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,06,자연계글쓰기,조회,3.0,"화,목 13:30~14:45 [J107]",3.0,차준경,29,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,07,자연계글쓰기,조회,3.0,"화,목 15:00~16:15 [J217]",3.0,이해진,28,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,08,자연계글쓰기,조회,3.0,"화,목 16:30~17:45 [J108]",3.0,심진경,30,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,09,자연계글쓰기,조회,3.0,"수,금 13:30~14:45 [J108]",3.0,권미란,30,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1013,10,자연계글쓰기,조회,3.0,"수,금 15:00~16:15 [J106]",3.0,이채은,30,,,,,,,,,,전학년,1학년,"자연과학대학,공과대학(가능)",읽기와쓰기(COR1001)의 대체과목,"자연과학대학, 공과대학 학생 대상. 구 <읽기와 쓰기>(COR1001) 대체 과목."
2023 학년도,1학기,대학,전인교육원,COR1014,01,한국어글쓰기,조회,3.0,"월,수 10:30~11:45 [J325]",3.0,한새해,26,,,,,,O,,,,전학년,1학년,,읽기와쓰기(COR1001)의 대체과목,"TOPIK4~5급, 진단평가 O"
2023 학년도,1학기,대학,전인교육원,COR1014,02,한국어글쓰기,조회,3.0,"월,수 10:30~11:45 [J215]",3.0,오경숙,26,,,,,,O,,,,전학년,1학년,,읽기와쓰기(COR1001)의 대체과목,"TOPIK4~5급, 진단평가 O"
2023 학년도,1학기,대학,전인교육원,COR1014,03,한국어글쓰기,조회,3.0,"월,수 12:00~13:15 [X353]",3.0,박진혁,22,,,,,,O,,,,전학년,1학년,,읽기와쓰기(COR1001)의 대체과목,"TOPIK4~5급, 진단평가 O"
2023 학년도,1학기,대학,전인교육원,COR1014,04,한국어글쓰기,조회,3.0,"월,수 12:00~13:15 [J215]",3.0,오경숙,24,,,,,,O,,,,전학년,1학년,,읽기와쓰기(COR1001)의 대체과목,"TOPIK5~6급, 진단평가 O"
2023 학년도,1학기,대학,전인교육원,COR1015,01,알바트로스세미나,조회,1.0,수 18:00~18:50 [GN101],1.0,"김윤정, 최인, 정국모, 허준영",74,,,O,,,,,,,,1학년,경제대학(가능),"신입생만 수강가능, 성적평가:S/U",경제학전공 신입생만 가능/수강승인과목
2023 학년도,1학기,대학,전인교육원,COR1015,02,알바트로스세미나,조회,1.0,수 18:00~18:50 [GN101],1.0,"김영철, 송의영, 이진권, 이성원",75,,,O,,,,,,,,1학년,경제대학(가능),"신입생만 수강가능, 성적평가:S/U",경제학전공 신입생만 가능/수강승인과목
2023 학년도,1학기,대학,전인교육원,COR1015,03,알바트로스세미나,조회,1.0,수 18:00~18:50 [GN101],1.0,"양현주, 이영훈, 주하연, 김진원",70,,,O,,,,,,,,1학년,경제대학(가능),"신입생만 수강가능, 성적평가:S/U",경제학전공 신입생만 가능/수강승인과목
2023 학년도,1학기,대학,전인교육원,COR1015,04,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,"이정원, 우찬제, 김경수, 이정훈, 황화상, 이지영, 김한별, 박슬기, 황윤정",34,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",5주차부터 금요일 15:00~16:15
2023 학년도,1학기,대학,전인교육원,COR1015,05,알바트로스세미나,조회,1.0,수 18:00~18:50 [AS510],1.0,"정석환, 정시영, 김낙수, 정현용, 박정열, 김대중, 강성원, 김남근",50,,,O,,,,,,,,1학년,기계공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8631), 기계공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,06,알바트로스세미나,조회,1.0,수 18:00~18:50 [AS510],1.0,"김상엽, 이형일, 이승엽, 손기헌, 김동철, 이철수, 김원정",38,,,O,,,,,,,,1학년,기계공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8631), 기계공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,07,알바트로스세미나,조회,1.0,수 18:00~18:50 [J102],1.0,조은성,42,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,08,알바트로스세미나,조회,1.0,수 18:00~18:50 [D202],1.0,"김우선, 김경만, 전상진, 이재혁, 이철승, 김지혜",47,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,09,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,"신형두, 김건수, 서미정",58,,,O,,,,,,,,1학년,생명과학과(1전공 가능),"신입생만 수강가능, 성적평가:S/U",*생명과학 제1전공 1학년 학생 필수
2023 학년도,1학기,대학,전인교육원,COR1015,10,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,"김종락, 김준태, 조창연",63,,,O,,,,,,,,1학년,수학과(가능),"신입생만 수강가능, 성적평가:S/U","수학전공(가능), 1주차~4주차, 5주차~16주차 수업의 요일 및 시간이 다름에 유의"
2023 학년도,1학기,대학,전인교육원,COR1015,11,알바트로스세미나,조회,1.0,수 18:00~18:50 [K202],1.0,범진욱,27,,,O,,,,,,,,1학년,시스템반도체공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인(공학부:705-8462), 시스템반도체공학과 1학년 대상"
2023 학년도,1학기,대학,전인교육원,COR1015,12,알바트로스세미나,조회,1.0,수 18:00~18:50 [D301],1.0,"나진경, 김향숙, 장재홍, 석혜원, 김진형, 김현식",50,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,13,알바트로스세미나,조회,1.0,수 18:00~18:50 [J311],1.0,"황은주, Disney, Daniel James Philip, 정인기",48,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",외국인 교수 영어강의
2023 학년도,1학기,대학,전인교육원,COR1015,14,알바트로스세미나,조회,1.0,수 18:00~18:50 [J313],1.0,"Hantke, Steffen Horst, 안학영",48,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",외국인 교수 영어강의
2023 학년도,1학기,대학,전인교육원,COR1015,15,알바트로스세미나,조회,1.0,수 18:00~18:50 [J307],1.0,"전종호, 박정섭, Malin, Franck, 권현정, Jungk, Erik-Joachim, Castagnes, Gilles Yves, 김연신, 김형민, 조효원",57,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,16,알바트로스세미나,조회,1.0,수 18:00~18:50 [AS414],1.0,"김지환, 박운상",27,,,O,,,,,,,,1학년,인공지능학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목, 인공지능학과 학생 대상"
2023 학년도,1학기,대학,전인교육원,COR1015,17,알바트로스세미나,조회,1.0,수 18:00~18:50 [K202],1.0,성원진,52,,,O,,,,,,,,1학년,전자공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인(공학부:705-8462), 전자공학과 1학년 대상"
2023 학년도,1학기,대학,전인교육원,COR1015,18,알바트로스세미나,조회,1.0,수 18:00~18:50 [K202],1.0,김영록,58,,,O,,,,,,,,1학년,전자공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인(공학부:705-8462), 전자공학과 1학년 대상"
2023 학년도,1학기,대학,전인교육원,COR1015,19,알바트로스세미나,조회,1.0,수 18:00~18:50 [D302],1.0,"조영호, 김종철, 하상응, 김영완, 황인혜",47,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,20,알바트로스세미나,조회,1.0,수 18:00~18:50 [J327],1.0,정소이,20,,,O,,,,,,,,1학년,종교학과(가능),"신입생만 수강가능, 성적평가:S/U",종교학과 학생들만 수강 가능
2023 학년도,1학기,대학,전인교육원,COR1015,21,알바트로스세미나,조회,1.0,수 18:00~18:50 [J215],1.0,"이정재, 이욱연, 류동춘, 홍지순, He, Ya Wen",49,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,22,알바트로스세미나,조회,1.0,수 18:00~18:50 [X349],1.0,"장대업, 서용덕, 김동택, 조은경, 이현옥",51,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,23,알바트로스세미나,조회,1.0,수 18:00~18:50 [GA401],1.0,"김정현, 현대원, 나은영, 이수영, Unger, Michael Anthony, 조재희, 사영준, 손원정",67,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",전공 교수 특강은 추후 강의 시간 변동 가능하며 별도 안내 예정
2023 학년도,1학기,대학,전인교육원,COR1015,24,알바트로스세미나,조회,1.0,수 18:00~18:50 [GA403],1.0,"김수연, 김균, 윤각, 신호창, 유현재, 서수민, 정수린",65,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,25,알바트로스세미나,조회,1.0,수 18:00~18:50 [X427],1.0,"최용순, 정문열, 이상욱, 김상용, 주진호, 정다샘",73,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,26,알바트로스세미나,조회,1.0,금 16:30~17:30 [J311],1.0,"Kim, Halla, 서동욱, 이상섭, 정재현, 전헌상, 김준걸, 김산춘",36,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,27,알바트로스세미나,조회,1.0,수 18:00~18:50 [K201],1.0,"소정민, 임인성, 박성용, 이혁준, 이주호, 문의현",60,,,O,,,,,,,,1학년,컴퓨터공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8485), 컴퓨터공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,28,알바트로스세미나,조회,1.0,수 18:00~18:50 [K201],1.0,"최준석, 낭종호, 김주호, 정성원, 장형수, 김승욱, 최재승",64,,,O,,,,,,,,1학년,컴퓨터공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8485), 컴퓨터공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,29,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,김형준,39,,,O,,,,,,,,1학년,화공생명공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8474), 화공생명공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,30,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,류재건,37,,,O,,,,,,,,1학년,화공생명공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8474), 화공생명공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,31,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,박제영,35,,,O,,,,,,,,1학년,화공생명공학과(가능),"신입생만 수강가능, 성적평가:S/U","수강승인과목(705-8474), 화공생명공학전공 학생만 수강"
2023 학년도,1학기,대학,전인교육원,COR1015,33,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,서원석,54,,,O,,,,,,,전학년,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1015,34,알바트로스세미나,조회,1.0,수 18:00~18:50,1.0,"양상모, 김도석, 이현철, 백현준",56,,,O,,,,,,,,1학년,,"신입생만 수강가능, 성적평가:S/U",
2023 학년도,1학기,대학,전인교육원,COR1016,01,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"이영주, 민재형, 황국재, 김진화",39,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,02,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"김명석, 양준선, 최장호, 이상근",40,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,03,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"하병천, 변상혁, 장영균, 오혜림",38,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,04,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"김주영, 정재학, 김민균, 강평경",39,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,05,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"서정일, 박경도, 이준겸, 박두리",40,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,06,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"양동훈, 조성빈, 조혜원, 김민",37,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,07,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"조봉순, 이군희, 이상호, 이강표",41,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,08,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"원재환, 이인석, 김창수, 강세원",36,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,09,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"김양민, 박영석, 이윤동, 정선욱",41,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,전인교육원,COR1016,10,알바트로스세미나(경영),조회,1.0,수 18:00~18:50,1.0,"송민섭, 박종훈, 김범수, 김유진",40,,,O,,,,,,,,1학년,경영대학(가능),,"경영학부 신입생 대상 과목, 수강승인과목"
2023 학년도,1학기,대학,컴퓨터공학과,CSE2003,01,컴퓨터프로그래밍I,조회,3.0,"화,목 13:30~14:45 [D105]",3.0,이주호,71,O,,,,"[2,4,6,8,0]",,,,,1학년,1학년,컴퓨터공학과(1전공 가능),(구)기초공학설계,"컴퓨터공학 1전공자만 수강가능 (학번 끝자리가 짝수),합반: AIE2050-01"
2023 학년도,1학기,대학,컴퓨터공학과,CSE2003,02,컴퓨터프로그래밍I,조회,3.0,"화,목 15:00~16:15 [D105]",3.0,이주호,64,O,,,,"[1,3,5,7,9]",,,,,1학년,1학년,컴퓨터공학과(1전공 가능),(구)기초공학설계,"컴퓨터공학 1전공자만 수강가능 (학번 끝자리가 홀수),합반: AIE2050-02"
2023 학년도,1학기,대학,컴퓨터공학과,CSE3013,01,컴퓨터공학설계및실험I,조회,3.0,월 15:00~20:50 [R914],6.0,김승욱,29,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3013,02,컴퓨터공학설계및실험I,조회,3.0,화 15:00~20:50 [R914],6.0,박운상,33,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3013,03,컴퓨터공학설계및실험I,조회,3.0,수 15:00~20:50 [R914],6.0,임인성,29,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3013,04,컴퓨터공학설계및실험I,조회,3.0,목 15:00~20:50 [R914],6.0,박수용,30,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3013,05,컴퓨터공학설계및실험I,조회,3.0,금 15:00~20:50 [R914],6.0,정성원,35,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3016,01,컴퓨터공학실험II,조회,3.0,화 15:00~20:50 [AS714],6.0,이혁준,15,,,,,,,,,,"2,3,4학년",2학년,,,
2023 학년도,1학기,대학,컴퓨터공학과,CSE3030,01,컴퓨터시스템개론,조회,3.0,"화,목 09:00~10:15 [R404]",3.0,문의현,113,O,,,,"[2,4,6,8,0]",,,,,"2,3학년",2학년,,(구)어셈블리프로그래밍,학번 끝자리가 짝수
2023 학년도,1학기,대학,컴퓨터공학과,CSE3030,02,컴퓨터시스템개론,조회,3.0,"수,금 09:00~10:15 [K203]",3.0,최재승,97,O,,,,"[1,3,5,7,9]",,,,,"2,3학년",2학년,,(구)어셈블리프로그래밍,학번 끝자리가 홀수
2023 학년도,1학기,대학,컴퓨터공학과,CSE3080,01,자료구조,조회,3.0,"월,수 10:30~11:45 [AS301]",3.0,장형수,51,,,,,"[1,4,7]",,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 1, 4, 7"
2023 학년도,1학기,대학,컴퓨터공학과,CSE3080,02,자료구조,조회,3.0,"화,목 12:00~13:15 [AS414]",3.0,소정민,82,,,,,"[2,5,9]",,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 2, 5, 8"
2023 학년도,1학기,대학,컴퓨터공학과,CSE3080,03,자료구조,조회,3.0,"화,목 13:30~14:45 [K303]",3.0,최준석,102,O,,,,"[3,6,8,0]",,,,,"2,3,4학년",2학년,,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 0, 3, 6, 8"
2023 학년도,1학기,대학,컴퓨터공학과,CSE3081,01,알고리즘설계와분석,조회,3.0,"화,목 16:30~17:45 [AS414]",3.0,임인성,72,,,,,,,,,,"2,3,4학년",2학년,,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),
2023 학년도,1학기,대학,컴퓨터공학과,CSE3301,04,연구프로젝트Ⅰ,조회,3.0,금 18:00~20:45,3.0,문의현,19,,,O,,,,,,,,3-4학년,,,담당교수 승인과목
2023 학년도,1학기,대학,컴퓨터공학과,CSE4010,01,컴퓨터아키텍쳐,조회,3.0,"수,금 13:30~14:45 [K303]",3.0,김주호,63,O,,,,"[1,3,5,7,9]",,,,,"3,4학년",3학년,,"(=전자공학과 컴퓨터아키텍쳐, 둘 중 한과목만 학점인정)(구)컴퓨터구조와논리Ⅰ, 선수과목 : CSE3015 디지털회로개론",인공지능학과 1전공자 수강 불가
2023 학년도,1학기,대학,컴퓨터공학과,CSE4010,02,컴퓨터아키텍쳐,조회,3.0,"월,수 12:00~13:15 [AS414]",3.0,이혁준,104,O,,,,"[2,4,6,8,0]",,,,,"3,4학년",3학년,,"(=전자공학과 컴퓨터아키텍쳐, 둘 중 한과목만 학점인정)(구)컴퓨터구조와논리Ⅰ, 선수과목 : CSE3015 디지털회로개론",인공지능학과 1전공자 수강 불가
2023 학년도,1학기,대학,컴퓨터공학과,CSE4050,01,프로그래밍언어,조회,3.0,"월,수 10:30~11:45 [K301]",3.0,낭종호,137,,,,,,,,,,"3,4학년",3학년,,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),
2023 학년도,1학기,대학,컴퓨터공학과,CSE4100,01,멀티코어프로그래밍,조회,3.0,"화,목 15:00~16:15 [AS414]",3.0,최재승,100,,,,,"[1,3,5,7,9]",,,,,"3,4학년",3학년,,구)시스템프로그래밍,인공지능학과 1전공자 수강 불가
2023 학년도,1학기,대학,컴퓨터공학과,CSE4100,02,멀티코어프로그래밍,조회,3.0,"화,목 16:30~17:45 [K303]",3.0,박성용,90,,,,,"[2,4,6,8,0]",,,,,"3,4학년",3학년,,구)시스템프로그래밍,인공지능학과 1전공자 수강 불가
2023 학년도,1학기,대학,컴퓨터공학과,CSE4110,01,데이터베이스시스템,조회,3.0,"월,수 12:00~13:15 [K302]",3.0,정성원,116,,,,,"[1,3,5,7,9]",,,,,"3,4학년",3학년,,,학번 끝자리가 홀수
2023 학년도,1학기,대학,컴퓨터공학과,CSE4110,02,데이터베이스시스템,조회,3.0,"월,수 16:30~17:45 [AS414]",3.0,정성원,105,,,,,"[2,4,6,8,0]",,,,,"3,4학년",3학년,,,학번 끝자리가 짝수
2023 학년도,1학기,대학,컴퓨터공학과,CSE4115,01,소프트웨어공학,조회,3.0,"화,목 10:30~11:45 [K501]",3.0,박수용,94,,,,,,,,,,"3,4학년",3-4학년,,,
2023 학년도,1학기,대학,컴퓨터공학과,CSE4116,01,임베디드시스템소프트웨어,조회,3.0,"화,목 13:30~14:45 [R903]",3.0,박성용,27,,,,,,,,,,4학년,4학년,컴퓨터공학과(1전공 가능),,컴퓨터공학 1전공자만 수강 가능
2023 학년도,1학기,대학,컴퓨터공학과,CSE4130,01,기초머신러닝,조회,3.0,"화,목 09:00~10:15 [K201]",3.0,최준석,140,,,,,,,,,,"3,4학년",3-4학년,,,3학년 대상
2023 학년도,1학기,대학,컴퓨터공학과,CSE4170,01,기초컴퓨터그래픽스,조회,3.0,"화,목 12:00~13:15 [R404]",3.0,임인성,111,,,,,,,,,,"3,4학년",3-4학년,,선수과목 : STS2005 미적분학I,
2023 학년도,1학기,대학,컴퓨터공학과,CSE4175,01,컴퓨터네트워크,조회,3.0,"수,금 15:00~16:15 [K203]",3.0,김승욱,76,,,,,,,,,,"3,4학년",4학년,,구)기초컴퓨터네트워크,
2023 학년도,1학기,대학,컴퓨터공학과,CSE4175,02,컴퓨터네트워크,조회,3.0,"화,목 15:00~16:15 [R404]",3.0,소정민,144,,,,,,,,,,"3,4학년",4학년,,구)기초컴퓨터네트워크,
2023 학년도,1학기,대학,컴퓨터공학과,CSE4186,01,캡스톤디자인I(캡스톤디자인),조회,3.0,월 13:30~16:15 [AS414],3.0,정영민,59,,,,,,,,,,"3,4학년",3-4학년,,"오픈소스 SW 개발 및 참여, 선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문)",
