학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2023 학년도,2학기,대학,아트&테크놀로지학과,AAT3016,01,UI/UX Design(캡스톤디자인),조회,3.0,"화,목 15:00~16:15 [X427]",3.0,최용순,31,O,,,,,,,,,"2,3,4학년",3-4학년,,구)UI/UX DESIGN,
2023 학년도,2학기,대학,아트&테크놀로지학과,AAT4002,01,Advanced Web Development(캡스톤디자인),조회,3.0,"월,수 16:30~17:45 [X423]",3.0,정대성,6,,,,,,,,,,"2,3,4학년",2-4학년,,"구) ANT3003, 구)WEB STUDIO,ADVANCED WEB DE",
2023 학년도,2학기,대학,아트&테크놀로지학과,AAT4004,01,Interactive Media Arts,조회,3.0,"월,수 10:30~11:45 [X513]",3.0,주진호,30,O,,,,,,,,,"2,3,4학년",3-4학년,,구)MEDIA ARTS STUDIO,
2023 학년도,2학기,대학,아트&테크놀로지학과,AAT4006,01,3D Animation,조회,3.0,금 10:30~13:15 [X423],3.0,이형기,27,O,,,,,,,,,"2,3,4학년",2-4학년,,구)3D ANIMATION STUDIO,
2023 학년도,2학기,대학,아트&테크놀로지학과,AAT4011,01,Immersive Media,조회,3.0,월 13:30~16:15 [X423],3.0,김은진,28,O,,,,,,,,,"2,3,4학년",3-4학년,,"구)ANT4012, 구)IMMERSIVE MEDIA STUDIO",
2023 학년도,2학기,대학,인공지능학과,AIE2051,01,컴퓨터프로그래밍 II,조회,3.0,"화,목 13:30~14:45 [D105]",3.0,이주호,11,O,,,,"[1,3,5,7,9]",,,,,1학년,1학년,인공지능학과(1전공 가능),선수과목:AIE2050,"""합반 : CSE2035-01
인공지능학 1전공자만 수강가능
(학번 끝자리가 홀수)"""
2023 학년도,2학기,대학,인공지능학과,AIE2051,02,컴퓨터프로그래밍 II,조회,3.0,"화,목 09:00~10:15 [D105]",3.0,이주호,12,O,,,,"[2,4,6,8,0]",,,,,1학년,1학년,인공지능학과(1전공 가능),선수과목:AIE2050,"""합반 : CSE2035-02
인공지능학 1전공자만 수강가능
(학번 끝자리가 짝수)"""
2023 학년도,2학기,대학,인공지능학과,AIE2070,01,이산구조,조회,3.0,"월,수 10:30~11:45 [R404]",3.0,장형수,13,,,,,"[1,3,5,7,9]",,,,,1학년,1학년,,,"합반 : CSE3006-01, 학번 끝자리 홀수"
2023 학년도,2학기,대학,인공지능학과,AIE2070,02,이산구조,조회,3.0,"화,목 12:00~13:15 [K202]",3.0,장부루,18,,,,,"[2,4,6,8,0]",,,,,1학년,1학년,,,"합반 : CSE3006-02, 학번 끝자리 짝수"
2023 학년도,2학기,대학,인공지능학과,AIE4011,01,기초추천시스템,조회,3.0,"월,수 16:30~17:45 [AS311]",3.0,장부루,19,,,,,,,,,,"3,4학년",3-4학년,,,
2023 학년도,2학기,대학,인공지능학과,AIEG102,01,패턴인식,조회,3.0,"월,수 12:00~13:15 [R404]",3.0,김경환,1,,,,,,,,,,"3,4학년",4학년,,,합반 : EEEG477-01
2023 학년도,2학기,대학,인공지능학과,AIEG106,01,기초자연어처리,조회,3.0,"수,금 13:30~14:45 [AS301]",3.0,최준석,1,O,,,,,,,,,4학년,3-4학년,,,합반 : CSEG321-01
2023 학년도,2학기,대학,인공지능학과,AIEG109,01,오디오인식및합성변환,조회,3.0,"월,수 12:00~13:15 [R903]",3.0,김지환,3,,,,,,,,,,"3,4학년",3-4학년,,,"""학석사 연계과목
합반 : CSEG109-01(신규개설)"""
2023 학년도,2학기,대학,미국문화전공,AMC2020,01,문화와글쓰기,조회,3.0,"월,수 10:30~11:45 [J315]",3.0,윤성오,20,O,,,,,,,,,전학년,1-4학년,,,"전학년 수강 가능, 교환학생 수강 불가"
2023 학년도,2학기,대학,미국문화전공,AMC2031,01,미국학입문,조회,3.0,"화,목 12:00~13:15 [J217]",3.0,안학영,31,O,,,,,,,,,전학년,1-4학년,,구 문화연구입문,전학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC2033,01,미국문화사,조회,3.0,"화,목 10:30~11:45 [J327]",3.0,안학영,37,O,,,,,,,,,전학년,1-4학년,,구 미국역사와문화,전학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC3035,01,아메리칸드림,조회,3.0,"수,금 13:30~14:45 [J602]",3.0,박상기,18,O,,,,,,,,,"2,3,4학년",2-4학년,,,234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC3037,01,미국영웅,조회,3.0,"월,수 12:00~13:15 [J209]",3.0,윤성오,35,O,,,,,,,,,"2,3,4학년",2-4학년,,,234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC3045,01,시각예술,조회,3.0,"수,금 09:00~10:15 [J602]",3.0,박상기,18,O,,,,,,,,,"2,3,4학년",2-4학년,,전공필수대체과목(2015-2018학번),234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC3075,01,미국의지역문화,조회,3.0,"화,목 13:30~14:45 [J215]",3.0,부경숙,18,O,,,,,,,,,"2,3,4학년",2-4학년,,,"234학년 수강 가능, 부제: HAWAI'I"
2023 학년도,2학기,대학,미국문화전공,AMC3080,01,미국의다문화주의,조회,3.0,월 13:30~16:15 [J204],3.0,"Mckee,Kimberly",25,O,,,,,,,,,"2,3,4학년",2-4학년,,,234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC4099,01,논문세미나,,3.0,,,박상기,1,O,,O,,,,O,,,4학년,4학년,,미국문화전공Honors Program필수과목,[비대면] 수강대상: 미국문화전공 7학기 또는 8학기생 중 HONORS PROGRAM 등록생
2023 학년도,2학기,대학,미국문화전공,AMC4100,01,모더니즘과사회변화,조회,3.0,"수,금 15:00~16:15 [J602]",3.0,박상기,24,O,,,,,,O,,,"2,3,4학년",2-4학년,,,234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC4199,01,미국문화세미나,조회,3.0,"화,목 09:00~10:15 [J309]",3.0,"Hantke, Steffen Horst",20,O,,,,,,O,,,"2,3,4학년",2-4학년,,,234학년 수강 가능
2023 학년도,2학기,대학,미국문화전공,AMC4301,01,미국문화학 이론과 실습1(캡스톤디자인),조회,3.0,화 18:00~20:45 [J602],3.0,부경숙,7,O,,,,,,O,,,"3,4학년",3-4학년,,,"34학년 수강 가능, 캡스톤 디자인 과목"
2023 학년도,2학기,대학,빅데이터사이언스연계전공,BDS3020,01,블록체인및응용,조회,3.0,월 13:30~16:15 [AS107],3.0,문현아,19,,,,,,,,,,"2,3,4학년",3-4학년,,,
2023 학년도,2학기,대학,빅데이터사이언스연계전공,BDS4010,01,빅데이터종합설계(캡스톤디자인),조회,3.0,"수,금 15:00~16:15 [K208]",3.0,최수진,35,,,,,,,,,,"3,4학년",4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1101,01,일반생물학I,조회,3.0,"화,목 15:00~16:15 [K404]",3.0,주봉건,38,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1102,01,일반생물학II,조회,3.0,"월,수 10:30~11:45 [K208]",3.0,이정하,18,,,,,,,,,,전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2023 학년도,2학기,대학,생명과학과,BIO1102,02,일반생물학II,조회,3.0,"화,목 09:00~10:15 [K304]",3.0,"Lee, Hosuk Sean",47,O,,,,,,,,,전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2023 학년도,2학기,대학,생명과학과,BIO1102,03,일반생물학II,조회,3.0,"화,목 10:30~11:45 [K305]",3.0,정광환,61,,,,,,,,,,전학년,1학년,생명과학과(1전공 가능),,*(생명전용반)생명과학 제1전공만 수강가능
2023 학년도,2학기,대학,생명과학과,BIO1106,01,일반생물학실험II,조회,1.0,월 13:30~16:15 [K213],3.0,"Lee, Hosuk Sean",15,O,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,02,일반생물학실험II,조회,1.0,월 16:30~19:15 [K213],3.0,"Lee, Hosuk Sean",13,O,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,03,일반생물학실험II,조회,1.0,화 13:30~16:15 [K213],3.0,정광환,14,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,04,일반생물학실험II,조회,1.0,화 16:30~19:15 [K213],3.0,이규호,13,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,05,일반생물학실험II,조회,1.0,수 13:30~16:15 [K213],3.0,주봉건,12,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,06,일반생물학실험II,조회,1.0,수 16:30~19:15 [K213],3.0,김종찬,9,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,07,일반생물학실험II,조회,1.0,목 13:30~16:15 [K213],3.0,허진영,13,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,08,일반생물학실험II,조회,1.0,목 16:30~19:15 [K213],3.0,이병하,12,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,09,일반생물학실험II,조회,1.0,금 13:30~16:15 [K213],3.0,이정하,9,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO1106,10,일반생물학실험II,조회,1.0,금 16:30~19:15 [K213],3.0,김건수,8,,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2122,01,현대생물학실험II,조회,3.0,월 13:30~18:20 [R204],5.0,이규호,15,,,,,,,,,,"2,3,4학년",2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2122,02,현대생물학실험II,조회,3.0,화 13:30~18:20 [R204],5.0,이갑열,14,,,,,,,,,,"2,3,4학년",2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2122,03,현대생물학실험II,조회,3.0,수 13:30~18:20 [R204],5.0,김성룡,15,,,,,,,,,,"2,3,4학년",2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2122,04,현대생물학실험II,조회,3.0,목 13:30~18:20 [R204],5.0,신형두,14,,,,,,,,,,"2,3,4학년",2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2132,01,생화학II,조회,3.0,"화,목 09:00~10:15 [K303]",3.0,서미정,69,,,,,,,,,,전학년,2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2151,01,분자생물학,조회,3.0,"화,목 10:30~11:45 [K212]",3.0,주봉건,52,,,,,,,,,,전학년,2학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2522,01,식물생명과학,조회,3.0,"화,목 12:00~13:15 [K502]",3.0,이병하,51,O,,,,,,,,,전학년,2-3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO2701,01,환경과학론,조회,3.0,"월,수 10:30~11:45 [K306]",3.0,이규호,13,,,,,,,,,,전학년,2-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO3124,01,현대생물학실험IV,조회,3.0,월 13:30~18:20 [R210],5.0,김정호,16,,,,,,,,,,"2,3,4학년",3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO3124,02,현대생물학실험IV,조회,3.0,화 13:30~18:20 [R210],5.0,김종찬,16,,,,,,,,,,"2,3,4학년",3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO3124,03,현대생물학실험IV,조회,3.0,수 13:30~18:20 [R210],5.0,이정하,16,,,,,,,,,,"2,3,4학년",3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO3124,04,현대생물학실험IV,조회,3.0,목 13:30~18:20 [R210],5.0,서미정,15,,,,,,,,,,"2,3,4학년",3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO3711,01,미생물학,조회,3.0,"화,목 10:30~11:45 [K208]",3.0,김건수,36,,,,,,,,,,전학년,3학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4251,01,생물통계학,조회,3.0,"화,목 12:00~13:15 [AS107]",3.0,신형두,26,,,,,,,,,,"2,3,4학년",3-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4322,01,동물대사학,조회,3.0,"수,금 09:00~10:15 [K306]",3.0,허진영,15,O,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4331,01,신경생물학,조회,3.0,"수,금 13:30~14:45 [K208]",3.0,"Lee, Hosuk Sean",22,O,,,,,,,,,전학년,4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4351,01,면역학,조회,3.0,"월,수 12:00~13:15 [K208]",3.0,이갑열,26,O,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4441,01,분자세포생물학,조회,3.0,"수,금 09:00~10:15 [K406]",3.0,김정호,33,,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4721,01,분자세포종양학,조회,3.0,"월,수 12:00~13:15 [K406]",3.0,김종찬,27,O,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,생명과학과,BIO4921,01,특수연구,조회,3.0,,,신형두,1,,,,,,,,,,4학년,4학년,,전공학점으로 인정되지 않음.(총학점에는 포함됨),"""*전공학점에 불포함, 졸업학점에 포함
*응용바이오기술실험과 동일학기 수강불가
*7학기 이상 수강가능"""
2023 학년도,2학기,대학,생명과학과,BIO4931,01,응용바이오기술실험,조회,3.0,,,신형두,2,,,,,,,,,,4학년,4학년,,*특수연구와 동시수강 불가 *7학기 이상 수강가능,"""*전공과목으로 전공학점에 포함
*특수연구와 동일학기 수강불가
*7학기 이상 수강가능"""
2023 학년도,2학기,대학,생명과학과,BIOG001,01,바이오텍의기술사업화(캡스톤디자인),조회,3.0,"화,목 12:00~13:15 [K307]",3.0,"Lee, Hosuk Sean",20,O,,,,,,,,,"3,4학년",3-4학년,,구)바이오텍의상업화종합설계,
2023 학년도,2학기,대학,바이오융합기술 연계전공,BNT3009,01,바이오모방공학개론,조회,3.0,"화,목 15:00~16:15 [AS303]",3.0,이승엽,3,,,,,,,,,,"3,4학년",3-4학년,,기계공학과 바이오모방공학개론 MEE4016 과목과 합반 수업,
2023 학년도,2학기,대학,바이오융합기술 연계전공,BNTG031,01,지식재산권과특허,조회,3.0,화 16:30~19:15 [K212],3.0,김현진,10,,,,,,,,,,전학년,3-4학년,,"대학원초급과목,구BNT5031",학석사 연계과목
2023 학년도,2학기,대학,화공생명공학과,CBE2002,01,창의설계,조회,3.0,월 13:30~16:15 [K501],3.0,김충익,21,O,,,,,,,,,"1,2학년",1학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE2002,02,창의설계,조회,3.0,월 13:30~16:15 [AS303],3.0,김정욱,37,O,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE2002,03,창의설계,조회,3.0,월 13:30~16:15 [AS301],3.0,이종석,42,O,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE2002,04,창의설계,조회,3.0,월 13:30~16:15 [AS305],3.0,박제영,41,O,,,,,,,,,전학년,1학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE2003,01,화공생명공학양론,조회,3.0,"화,목 09:00~10:15 [K402]",3.0,나정걸,82,O,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,,홀수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE2003,02,화공생명공학양론,조회,3.0,"수,금 13:30~14:45 [AS414]",3.0,류재건,91,O,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,,짝수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE2006,01,응용생물학,조회,3.0,"화,목 15:00~16:15 [AS301]",3.0,최정우,54,,,,,"[1,3,5,7,9]",,,,,전학년,1학년,생명과학과(불가능),"(구)42-032,2010학번부터(비인증대상) 전공과목 인정안됨","홀수 학번만 수강,생명과학전공 학생 수강불가"
2023 학년도,2학기,대학,화공생명공학과,CBE2006,02,응용생물학,조회,3.0,"수,금 15:00~16:15 [AS303]",3.0,이지영,60,,,,,"[2,4,6,8,0]",,,,,전학년,1학년,생명과학과(불가능),"(구)42-032,2010학번부터(비인증대상) 전공과목 인정안됨","짝수 학번만 수강,생명과학전공 학생 수강불가"
2023 학년도,2학기,대학,화공생명공학과,CBE2012,01,화공수학II,조회,3.0,"화,목 12:00~13:15 [AS414]",3.0,최진훈,97,O,,,,"[1,3,5,7,9]",,,,,전학년,1-4학년,화공생명공학과(가능),"화공전공자만 수강가능, 선수과목 : STS2006 미적분학II, CBE2011 화공수학I(또는 MAT2410 응용수학I)","홀수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE2012,02,화공수학II,조회,3.0,"수,금 15:00~16:15 [AS414]",3.0,이종석,34,O,,,,"[2,4,6,8,0]",,,,,전학년,1-4학년,화공생명공학과(가능),"화공전공자만 수강가능, 선수과목 : STS2006 미적분학II, CBE2011 화공수학I(또는 MAT2410 응용수학I)","짝수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE2015,01,공업화학Ⅱ,조회,3.0,"월,수 16:30~17:45 [AS303]",3.0,박제영,51,O,,,,"[1,3,5,7,9]",,,,,전학년,1-4학년,화공생명공학과(가능),,"홀수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE2015,02,공업화학Ⅱ,조회,3.0,"화,목 13:30~14:45 [K501]",3.0,김충익,53,O,,,,"[2,4,6,8,0]",,,,,전학년,1-4학년,화공생명공학과(가능),,"짝수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE3001,01,화공열역학,조회,3.0,"화,목 16:30~17:45 [AS303]",3.0,임종성,44,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,,홀수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE3001,02,화공열역학,조회,3.0,"화,목 13:30~14:45 [AS414]",3.0,임종성,87,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,,짝수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE3004,01,화공유체역학,조회,3.0,"월,수 10:30~11:45 [K303]",3.0,구기갑,71,,,,,"[1,3,5,7,9]",,,,,전학년,3학년,화공생명공학과(가능),선수과목 : CBE2011 화공수학I(또는 MAT2410 응용수학I),"홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능(선수과목 : 화공수학Ⅰ 화공수학Ⅱ)"
2023 학년도,2학기,대학,화공생명공학과,CBE3004,02,화공유체역학,조회,3.0,"수,금 09:00~10:15 [K201]",3.0,류재건,83,O,,,,"[2,4,6,8,0]",,,,,"2,3학년",3학년,화공생명공학과(가능),선수과목 : CBE2011 화공수학I(또는 MAT2410 응용수학I),"짝수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE3005,01,열및물질전달,조회,3.0,"화,목 16:30~17:45 [AS510]",3.0,김정욱,71,O,,,,"[1,3,5,7,9]",,,,,전학년,3학년,화공생명공학과(가능),,"홀수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE3005,02,열및물질전달,조회,3.0,"월,수 10:30~11:45 [AS303]",3.0,강태욱,64,O,,,,"[2,4,6,8,0]",,,,,전학년,3학년,화공생명공학과(가능),,"짝수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2023 학년도,2학기,대학,화공생명공학과,CBE3006,01,공정제어,조회,3.0,"화,목 15:00~16:15 [K307]",3.0,최진훈,61,O,,,,,,,,,전학년,3학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3008,01,고분자물성,조회,3.0,"월,수 16:30~17:45 [AS414]",3.0,김형준,57,O,,,,,,,,,전학년,3학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3010,01,양자화학,조회,3.0,금 10:30~13:15 [AS412],3.0,박흥목,29,,,,,,,,,,전학년,3학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3013,01,응용분자생물학,조회,3.0,"수,금 13:30~14:45 [AS305]",3.0,오병근,31,,,,,,,,,,전학년,3학년,,선수과목 : CBE2007 응용생화학,
2023 학년도,2학기,대학,화공생명공학과,CBE3017,01,화공생명공학실험Ⅱ,조회,3.0,수 16:30~22:15 [R405],6.0,김정욱,20,,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3017,02,화공생명공학실험Ⅱ,조회,3.0,수 16:30~22:15 [R405],6.0,나정걸,26,,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3017,03,화공생명공학실험Ⅱ,조회,3.0,금 16:30~22:15 [R405],6.0,하경수,22,,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3017,04,화공생명공학실험Ⅱ,조회,3.0,금 16:30~22:15 [R405],6.0,김형준,25,,,,,,,,,,전학년,3-4학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE3301,01,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,강태욱,2,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,02,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,김충익,13,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,03,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,김정욱,11,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,04,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,하경수,2,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,05,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,이종석,4,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,06,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,나정걸,7,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,07,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,강문성,5,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,08,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,김형준,5,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,09,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,류재건,11,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE3301,10,연구프로젝트Ⅰ,조회,3.0,월 18:00~20:45,3.0,박제영,4,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2023 학년도,2학기,대학,화공생명공학과,CBE4001,01,화공생명공학심화종합설계Ⅱ(캡스톤디자인),조회,3.0,목 18:00~20:45 [K307],3.0,최진훈,45,,,,,"[1,3,5,7,9]",,,,,전학년,4학년,,"(구)화공생명공학심화설계 선수과목:CBE2002,CBE2010,CBE3003,CBE3007,CBE3017",홀수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE4001,02,화공생명공학심화종합설계Ⅱ(캡스톤디자인),조회,3.0,목 18:00~20:45 [AS414],3.0,임종성,33,,,,,"[2,4,6,8,0]",,,,,전학년,4학년,,"(구)화공생명공학심화설계 선수과목:CBE2002,CBE2010,CBE3003,CBE3007,CBE3017",짝수 학번만 수강
2023 학년도,2학기,대학,화공생명공학과,CBE4005,01,촉매공학,조회,3.0,"화,목 10:30~11:45 [AS303]",3.0,하경수,34,O,,,,,,,,,전학년,3학년,,선수과목 : CBE3003 반응공학,
2023 학년도,2학기,대학,화공생명공학과,CBE4010,01,화공재료,조회,3.0,"화,목 09:00~10:15 [AS412]",3.0,구기갑,42,,,,,,,,,,전학년,2-3학년,화공생명공학과(가능),,화공생명공학전공 학생만 수강 가능
2023 학년도,2학기,대학,화공생명공학과,CBE4012,01,환경공학,조회,3.0,"화,목 10:30~11:45 [K501]",3.0,김충익,45,O,,,,,,,,,"3,4학년",3학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBE4018,01,산업미생물공학,조회,3.0,"화,목 12:00~13:15 [AS303]",3.0,나정걸,44,,,,,,,,,,전학년,1-4학년,,,
2023 학년도,2학기,대학,화공생명공학과,CBEG011,01,전자재료공학,조회,3.0,월 13:30~16:15 [K402],3.0,강문성,55,,,,,,,,,,전학년,3-4학년,,,
