학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,동계학기,대학,경영학부(경영학전공),MGT4102,01,경영전략,조회,3.0,"월,화,수,목,금 13:00~15:45 [MA202]",6.0,김윤진,50,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,동계학기,대학,경영학부(경영학전공),MGT4510,01,국제마케팅론,조회,3.0,"월,화,수,목,금 13:00~15:45 [PA203]",6.0,김도의,29,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,동계학기,대학,경영학부(경영학전공),MGT4705,01,경영학현장실습,,3.0,,,정유신,27,,,O,,,,,,,전학년,3-4학년,,"수강승인과목, 성적평가:S/U, (구)경영인턴",현장실습과목
2024 학년도,동계학기,대학,철학과,PHI2005,01,논리학개론,조회,3.0,"월,화,수,목,금 13:00~15:45 [J315]",6.0,오은영,15,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,동계학기,대학,전인교육원,SHS2001,01,현대사회의이해,조회,3.0,"월,화,수,목,금 13:00~15:45",6.0,민병교,21,,,,O,,,,,,,1-2학년,,,CU12 비대면
2024 학년도,동계학기,대학,전인교육원,SHS2005,01,법과지식재산,조회,3.0,"월,화,수,목,금 13:00~15:45",6.0,강기봉,17,,,,O,,,,,,,1-2학년,,"(구)법과공학, 법과지식산업",CU12 비대면
2024 학년도,동계학기,대학,전인교육원,SHS2007,01,생활속의심리학,조회,3.0,"월,화,수,목,금 13:00~15:45",6.0,강재연,47,,,,,,,,,,전학년,1-4학년,,,교내 비대면(실시간)
2024 학년도,동계학기,대학,스포츠미디어 연계전공,SPM3106,01,체력트레이닝,조회,2.0,"월,화,수,목,금 09:00~11:45",6.0,소위영,19,,,,,,,,,,전학년,1-4학년,,장소:체육관(705-8207),"실기수업(체육관 방음실, 헬스장 등 사용)"
2024 학년도,동계학기,대학,전인교육원,STS2004,01,대학수학,조회,3.0,"월,화,수,목,금 09:00~11:45 [K212]",6.0,유지현,30,,,,,,,,,,전학년,1학년,"자연과학대학(1전공 불가능),공과대학(1전공 불가능)","자연과학대학,공과대학 1전공자 수강불가","전공입문, 자연과학대학, 공과대학 제1전공자는 수강 불가/ANT2020의 대체과목"
2024 학년도,동계학기,대학,전인교육원,STS2005,01,미적분학I,조회,3.0,"월,화,수,목,금 09:00~11:45 [K303]",6.0,안일주,56,,,,,,,,,,전학년,1학년,,,
2024 학년도,동계학기,대학,전인교육원,STS2006,01,미적분학II,조회,3.0,"월,화,수,목,금 13:00~15:45 [K303]",6.0,조성희,58,,,,,,,,,,전학년,1학년,,,
2024 학년도,동계학기,대학,전인교육원,STS2006,02,미적분학II,조회,3.0,"월,화,수,목,금 13:00~15:45 [K212]",6.0,박준용,25,,,,,,,,,,전학년,1학년,,,전공입문
2024 학년도,동계학기,대학,전인교육원,TLS1004,01,영어글로벌의사소통II,조회,3.0,"월,화,수,목,금 09:00~11:45 [J327]",6.0,조혜연,20,O,,,,,,,,,전학년,1학년,,영어II(고급)(COR1006)의 대체과목/영어II(COR1004)의 대체과목,
