학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2025 학년도,1학기,대학,아트&테크놀로지학과,AATG001,01,Metaverse: Design & Development(캡스톤디자인),조회,3.0,금 13:30~16:15 [GA704],3.0,정문열,1,,,,,,,,,04.25(금)13:30~14:45[GA704],"2,3,4학년",3-4학년,,"AAT4010의 대체과목, 구)METAVERSE: DESIGN & DEV",
2025 학년도,1학기,대학,아트&테크놀로지학과,AATG010,01,Generative AI,조회,3.0,목 10:30~13:15 [X423],3.0,정해동,21,,,,,,,,,04.24(목)10:30~11:45[X423],"2,3,4학년",2-4학년,,,
2025 학년도,1학기,대학,아트&테크놀로지학과,AATG015,01,Deep learning for Music & Audio,조회,3.0,수 13:30~16:15 [X423],3.0,정다샘,14,,,,,,,,,04.23(수)13:30~14:45[X423],"3,4학년",3-4학년,,,
2025 학년도,1학기,대학,아트&테크놀로지학과,AATG800,01,Creative Entrepreneurship,조회,3.0,목 13:30~16:15 [X519],3.0,이용덕,5,,,,,,,,,04.24(목)13:30~14:45[X519],전학년,3-4학년,,"AAT3011의 대체과목, 전공필수대체과목(2015-2018학번)",
2025 학년도,1학기,대학,인공지능학과,AIE2050,01,컴퓨터프로그래밍I,조회,3.0,"수,금 09:00~10:15 [D105]",3.0,이주호,11,O,,,,"[1,4,7]",,,,04.23(수)09:00~10:15[D105],"1,2,3학년",1학년,"인공지능학과(1전공 가능),인공지능학과(1전공 가능)",,"""""""""""""""인공지능학 1전공자만 수강가능
학번 끝자리가 1, 4, 7"""""""""""""""
2025 학년도,1학기,대학,인공지능학과,AIE2050,02,컴퓨터프로그래밍I,조회,3.0,"화,목 09:00~10:15 [D104B]",3.0,장두성,10,,,,,"[2,5,9]",,,,04.22(화)09:00~10:15[D104B],"1,2,3학년",1학년,"인공지능학과(1전공 가능),인공지능학과(1전공 가능)",,"""""""인공지능학 1전공자만 수강가능
학번 끝자리가 2, 5, 9"""""""
2025 학년도,1학기,대학,인공지능학과,AIE2050,03,컴퓨터프로그래밍I,조회,3.0,"화,목 09:00~10:15 [D105]",3.0,서양진,15,,,,,"[3,6,8,0]",,,,04.22(화)09:00~10:15[D105],"1,2,3학년",1학년,"인공지능학과(1전공 가능),인공지능학과(1전공 가능)",,"""""""인공지능학 1전공자만 수강가능
학번 끝자리가 3, 6, 8, 0"""""""
2025 학년도,1학기,대학,인공지능학과,AIE3010,01,기초머신러닝,조회,3.0,"화,목 09:00~10:15 [R404]",3.0,최준석,6,,,,,"[1,3,5,7,9]",,,,04.22(화)09:00~10:15[R404],3학년,3-4학년,,,학번 끝자리가 홀수
2025 학년도,1학기,대학,인공지능학과,AIE3010,02,기초머신러닝,조회,3.0,"수,금 09:00~10:15 [R404]",3.0,박운상,9,,,,,"[2,4,6,8,0]",,,,04.23(수)09:00~10:15[R404],3학년,3-4학년,,,학번 끝자리가 짝수
2025 학년도,1학기,대학,인공지능학과,AIE3050,01,자료구조,조회,3.0,"월,수 10:30~11:45 [K201]",3.0,양지훈,14,,,,,"[2,4,6,8,0]",,,,04.28(월)10:30~11:45[K201],"2,3학년",2학년,"컴퓨터공학과(1전공 불가능),컴퓨터공학과(1전공 불가능)",선수과목:AIE2051,"""""""1전공 컴퓨터공학 학생 수강 불가
학번 끝자리가 짝수"""""""
2025 학년도,1학기,대학,인공지능학과,AIE3050,02,자료구조,조회,3.0,"수,금 09:00~10:15 [AS510]",3.0,장형수,11,,,,,"[1,3,5,7,9]",,,,04.23(수)09:00~10:15[K501],"2,3학년",2학년,"컴퓨터공학과(1전공 불가능),컴퓨터공학과(1전공 불가능)",선수과목:AIE2051,"""1전공 컴퓨터공학 학생 수강 불가
학번 끝자리가 홀수"""""""
2025 학년도,1학기,대학,인공지능학과,AIE3054,01,컴퓨터시스템개론,조회,3.0,"화,목 13:30~14:45 [R404]",3.0,문의현,22,,,,,"[1,3,5,7,9]",,,,"04.24(목)13:00~15:00[K305,K302]","2,3학년",2학년,,,학번 끝자리가 홀수
2025 학년도,1학기,대학,인공지능학과,AIE3054,02,컴퓨터시스템개론,조회,3.0,"화,목 09:00~10:15 [K202]",3.0,최재승,13,O,,,,"[2,4,6,8,0]",,,,04.22(화)09:00~10:15[K202],"2,3학년",2학년,,,학번 끝자리가 짝수
2025 학년도,1학기,대학,인공지능학과,AIE3091,03,소프트웨어개발도구및환경실습,조회,3.0,수 15:00~20:50 [R912],6.0,최재승,2,,,,,,,,,04.23(수)15:00~16:15[R912],"2,3학년",2학년,,"구)컴퓨터공학설계및실험,선수과목:AIE2051",
2025 학년도,1학기,대학,인공지능학과,AIE3091,04,소프트웨어개발도구및환경실습,조회,3.0,목 15:00~20:50 [R912],6.0,양지훈,1,,,,,,,,,04.24(목)15:00~16:15[R912],"2,3학년",2학년,,"구)컴퓨터공학설계및실험,선수과목:AIE2051",
2025 학년도,1학기,대학,인공지능학과,AIE3091,05,소프트웨어개발도구및환경실습,조회,3.0,금 15:00~20:50 [R912],6.0,김영재,1,,,,,,,,,04.25(금)15:00~16:15[R912],"2,3학년",2학년,,"구)컴퓨터공학설계및실험,선수과목:AIE2051",
2025 학년도,1학기,대학,인공지능학과,AIE4012,01,기초컴퓨터그래픽스,조회,3.0,"화,목 12:00~13:15 [R404]",3.0,임인성,11,,,,,,,,,04.22(화)11:00~13:15[K302],3학년,3-4학년,,선수과목:STS2005,
2025 학년도,1학기,대학,인공지능학과,AIE4050,01,시스템프로그래밍,조회,3.0,"화,목 10:30~11:45 [K201]",3.0,김영재,3,,,,,"[1,3,5,7,9]",,,,04.22(화)19:30~20:45[K202],3학년,3학년,,,학번 끝자리가 홀수
2025 학년도,1학기,대학,인공지능학과,AIE4050,02,시스템프로그래밍,조회,3.0,"화,목 15:00~16:15 [K201]",3.0,이영민,3,,,,,"[2,4,6,8,0]",,,,04.22(화)19:30~20:45[K302],3학년,3학년,,,학번 끝자리가 짝수
2025 학년도,1학기,대학,인공지능학과,AIE4051,01,컴퓨터아키텍쳐,조회,3.0,"수,금 13:30~14:45 [K403]",3.0,김주호,6,,,,,"[1,3,5,7,9]",,,,04.25(금)13:30~14:45[K403],3학년,3학년,,선수과목:AIE3053,학번 끝자리가 홀수
2025 학년도,1학기,대학,인공지능학과,AIE4051,02,컴퓨터아키텍쳐,조회,3.0,"월,수 12:00~13:15 [K401]",3.0,이혁준,1,,,,,"[2,4,6,8,0]",,,,04.23(수)12:00~13:15[K401],3학년,3학년,,선수과목:AIE3053,학번 끝자리가 짝수
2025 학년도,1학기,대학,인공지능학과,AIE4052,01,컴퓨터 네트워크,조회,3.0,"수,금 15:00~16:15 [K201]",3.0,김승욱,7,,,,,,,,,"04.23(수)15:00~16:15[K201,K302]",3학년,4학년,,구)기초컴퓨터네트워크,
2025 학년도,1학기,대학,인공지능학과,AIE4055,01,데이터베이스시스템,조회,3.0,"월,수 12:00~13:15 [K302]",3.0,정성원,9,,,,,,,,,"04.23(수)19:30~21:30[K501,K502]",3학년,3학년,,,
2025 학년도,1학기,대학,미국문화전공,AMC2020,01,문화와글쓰기,조회,3.0,"수,금 09:00~10:15 [J313]",3.0,안학영,21,O,,,,,,,,,전학년,1-4학년,,,"전학년 수강가능, 교환학생 수강불가"
2025 학년도,1학기,대학,미국문화전공,AMC2031,01,미국학입문,조회,3.0,"화,목 15:00~16:15 [J215]",3.0,노재호,27,O,,,,,,,,04.22(화)15:00~16:15[J215],1학년,1-4학년,,구 문화연구입문,"1학년만 수강가능, 교환학생 수강불가"
2025 학년도,1학기,대학,미국문화전공,AMC2031,02,미국학입문,조회,3.0,"수,금 13:30~14:45 [J321]",3.0,박상기,12,O,,,,,,,,04.25(금)13:30~14:45[J321],"2,3,4학년",1-4학년,,구 문화연구입문,"2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC2033,01,미국문화사,조회,3.0,"화,목 16:30~17:45 [J327]",3.0,안학영,39,O,,,,,,,,04.24(목)16:30~17:45[J327],전학년,1-4학년,,구 미국역사와문화,전학년 수강가능
2025 학년도,1학기,대학,미국문화전공,AMC3014,01,번역연습,조회,3.0,"월,수 16:30~17:45 [J313]",3.0,김혜진,13,O,,,,,,,,04.28(월)16:30~17:45[J313],"2,3,4학년",2-4학년,,구)AMC2014,"234학년 수강가능, 교환학생 수강불가"
2025 학년도,1학기,대학,미국문화전공,AMC3050,01,미국영화장르연구,조회,3.0,"화,목 12:00~13:15 [J309]",3.0,"Hantke, Steffen Horst",48,O,,,,,,,,04.22(화)12:00~13:15[J309],"2,3,4학년",2-4학년,,,"부제: Crime of Film, 2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC3057,01,SF문학과영화,조회,3.0,"화,목 09:00~10:15 [J309]",3.0,"Hantke, Steffen Horst",36,O,,,,,,,,04.22(화)09:00~10:15[J309],"2,3,4학년",2-4학년,,,"2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC3077,01,미국서부,조회,3.0,"화,목 13:30~14:45 [J217]",3.0,노재호,44,O,,,,,,,,04.24(목)13:30~14:45[J217],"2,3,4학년",2-4학년,,,"2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC4125,01,인간과과학기술,조회,3.0,"수,금 15:00~16:15 [J325]",3.0,박상기,28,O,,,,,,O,,04.23(수)15:00~16:15[J325],"2,3,4학년",2-4학년,,,"2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC4157,01,미국흑인문화,조회,3.0,"월,수 12:00~13:15 [J207]",3.0,부경숙,32,O,,,,,,O,,,"2,3,4학년",2-4학년,,(구)미국흑인문화(AMC3082),"2,3,4학년 수강가능"
2025 학년도,1학기,대학,미국문화전공,AMC4160,01,초국가주의와 미국문화,조회,3.0,"화,목 10:30~11:45 [J207]",3.0,안학영,38,O,,,,,,O,,04.24(목)10:30~11:45[J207],"2,3,4학년",2-4학년,,,"2,3,4학년 수강가능"
2025 학년도,1학기,대학,빅데이터사이언스연계전공,BDS3010,01,빅데이터컴퓨팅,조회,3.0,월 13:30~16:15 [AS111],3.0,문현아,24,,,,,,,,,04.25(금)09:00~10:15[AS303],"3,4학년",3-4학년,,,PC실습실 요청
2025 학년도,1학기,대학,생명과학과,BIO1101,01,일반생물학I,조회,3.0,"월,수 10:30~11:45 [K404]",3.0,이규호,42,,,,,,,,,04.28(월)10:30~11:45[K404],전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2025 학년도,1학기,대학,생명과학과,BIO1101,02,일반생물학I,조회,3.0,"월,수 12:00~13:15 [K305]",3.0,허진영,68,,,,,,,,,04.23(수)12:00~13:15[K305],전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2025 학년도,1학기,대학,생명과학과,BIO1101,03,일반생물학I,조회,3.0,"화,목 09:00~10:15 [K305]",3.0,"Lee, Hosuk Sean",15,O,,,,,,,,04.22(화)09:00~10:15[K305],전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2025 학년도,1학기,대학,생명과학과,BIO1101,04,일반생물학I,조회,3.0,"화,목 10:30~11:45 [K305]",3.0,주봉건,60,,,,,,,,,"04.24(목)10:30~11:45[K305,K405]",전학년,1학년,생명과학과(1전공 가능),,*(생명전용반)생명과학 제1전공만 수강가능
2025 학년도,1학기,대학,생명과학과,BIO1101,05,일반생물학I,조회,3.0,"화,목 15:00~16:15 [K305]",3.0,주봉건,68,,,,,,,,,04.22(화)15:00~16:15[K401],전학년,1학년,생명과학과(1전공 불가능),,*생명과학 제1전공 수강불가
2025 학년도,1학기,대학,생명과학과,BIO1105,01,일반생물학실험I,조회,1.0,월 13:30~16:15 [K213],3.0,"Lee, Hosuk Sean",16,O,,,,,,,,"04.19(토)13:30~14:45[K301,K302]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,02,일반생물학실험I,조회,1.0,월 16:30~19:15 [K213],3.0,"Lee, Hosuk Sean",16,O,,,,,,,,"04.19(토)13:30~14:45[K302,K301]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,03,일반생물학실험I,조회,1.0,화 13:30~16:15 [K213],3.0,이갑열,16,,,,,,,,,"04.19(토)13:30~14:45[K301,K302]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,04,일반생물학실험I,조회,1.0,화 16:30~19:15 [K213],3.0,김정호,14,,,,,,,,,"04.19(토)13:30~14:45[K302,K301]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,05,일반생물학실험I,조회,1.0,수 13:30~16:15 [K213],3.0,김성룡,14,,,,,,,,,"04.19(토)13:30~14:45[K301,K302]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,06,일반생물학실험I,조회,1.0,수 16:30~19:15 [K213],3.0,이정하,8,,,,,,,,,"04.19(토)13:30~14:45[K301,K302]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,07,일반생물학실험I,조회,1.0,목 13:30~16:15 [K213],3.0,이병하,16,,,,,,,,,"04.19(토)13:30~14:45[K302,K301]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,08,일반생물학실험I,조회,1.0,목 16:30~19:15 [K213],3.0,이규호,15,,,,,,,,,"04.19(토)13:30~14:45[K302,K301]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,09,일반생물학실험I,조회,1.0,금 13:30~16:15 [K213],3.0,주봉건,13,,,,,,,,,"04.19(토)13:30~14:45[K302,K301]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO1105,10,일반생물학실험I,조회,1.0,금 16:30~19:15 [K213],3.0,정광환,13,,,,,,,,,"04.19(토)13:30~14:45[K301,K302]",전학년,1학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2121,01,현대생물학실험I,조회,3.0,월 13:30~18:20 [R204],5.0,이정하,17,,,,,,,,,04.19(토)16:30~18:30[K301],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2121,02,현대생물학실험I,조회,3.0,화 13:30~18:20 [R204],5.0,허진영,17,,,,,,,,,04.19(토)16:30~18:30[K301],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2121,03,현대생물학실험I,조회,3.0,수 13:30~18:20 [R204],5.0,이갑열,18,,,,,,,,,04.19(토)16:30~18:30[K301],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2121,04,현대생물학실험I,조회,3.0,목 13:30~18:20 [R204],5.0,김정호,17,,,,,,,,,04.19(토)16:30~18:30[K301],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2131,01,생화학I,조회,3.0,"수,금 09:00~10:15 [K402]",3.0,정광환,77,,,,,,,,,04.23(수)09:00~10:15[K402],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2141,01,세포학,조회,3.0,"월,수 12:00~13:15 [K304]",3.0,이갑열,74,,,,,,,,,04.23(수)12:00~13:15[K304],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2522,01,식물생명과학,조회,3.0,"화,목 12:00~13:15 [K303]",3.0,이병하,75,O,,,,,,,,04.22(화)12:00~13:15[K303],전학년,2-3학년,,,
2025 학년도,1학기,대학,생명과학과,BIO2601,01,유전자클로닝개론,조회,3.0,"수,금 09:00~10:15 [K404]",3.0,김정호,47,,,,,,,,,04.23(수)09:00~10:15[K404],전학년,2학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3123,01,현대생물학실험III,조회,3.0,월 13:30~18:20 [R210],5.0,주봉건,17,,,,,,,,,04.26(토)13:30~16:00[K301],"2,3,4학년",3학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3123,02,현대생물학실험III,조회,3.0,화 13:30~18:20 [R210],5.0,이규호,13,,,,,,,,,04.26(토)13:30~16:00[K301],"2,3,4학년",3학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3123,03,현대생물학실험III,조회,3.0,수 13:30~18:20 [R210],5.0,정광환,17,,,,,,,,,04.26(토)13:30~16:00[K301],"2,3,4학년",3학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3123,04,현대생물학실험III,조회,3.0,목 13:30~18:20 [R210],5.0,김성룡,16,,,,,,,,,04.26(토)13:30~16:00[K301],"2,3,4학년",3학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3212,01,생명공학개론,조회,3.0,"월,수 10:30~11:45 [K307]",3.0,"Lee, Hosuk Sean",43,O,,,,,,,,04.28(월)10:30~11:45[K307],전학년,3-4학년,,,
2025 학년도,1학기,대학,생명과학과,BIO3712,01,미생물생리학,조회,3.0,"화,목 12:00~13:15 [K309]",3.0,이규호,19,,,,,,,,,04.22(화)12:00~13:15[K309],전학년,3-4학년,,구BIO5712,
2025 학년도,1학기,대학,생명과학과,BIO4252,01,암생물학,조회,3.0,"화,목 09:00~10:15 [K307]",3.0,김정호,37,,,,,,,,,04.22(화)09:00~10:15[K307],전학년,4학년,,,
2025 학년도,1학기,대학,생명과학과,BIO4321,01,인체생리학,조회,3.0,"화,목 10:30~11:45 [K502]",3.0,이정하,60,,,,,,,,,04.24(목)10:30~11:45[K502],전학년,3-4학년,,,
2025 학년도,1학기,대학,생명과학과,BIO4921,01,특수연구,조회,3.0,,,주봉건,2,,,,,,,,,04.27(일)00:00~01:15[],4학년,4학년,,전공학점으로 인정되지 않음.(총학점에는 포함됨),"""*전공학점에 불포함, 졸업학점에 포함
*응용바이오기술실험과 동시수강 불가
*7학기 이상 수강가능"""
2025 학년도,1학기,대학,생명과학과,BIO4931,01,응용바이오기술실험,조회,3.0,,,주봉건,8,,,,,,,,,04.27(일)00:00~01:15[],4학년,4학년,,*특수연구와 동시수강 불가 *7학기 이상 수강가능,"""*전공과목으로 전공학점에 포함
*특수연구와 동일학기 수강불가
*7학기 이상 수강가능"""
2025 학년도,1학기,대학,바이오융합기술 연계전공,BNTG031,01,지식재산권과특허,조회,3.0,화 16:30~19:15 [RA406B],3.0,김현진,13,,,,,,,,,04.22(화)16:30~17:45[RA406B],"3,4학년",3-4학년,,"대학원초급과목,구BNT5031",학석사 연계과목
2025 학년도,1학기,대학,화공생명공학과,CBE2004,01,화공물리화학,조회,3.0,"월,수 16:30~17:45 [AS414]",3.0,강문성,67,,,,,"[1,3,5,7,9]",,,,04.28(월)16:30~17:45[AS414],전학년,2학년,화학과(불가능),구)물리화학,"홀수 학번만 수강, 화학과 수강불가(화공생명공학 다전공자의 경우, 물리화학I (CHM2201) 수강을 본 과목의 수강으로 인정함)"
2025 학년도,1학기,대학,화공생명공학과,CBE2004,02,화공물리화학,조회,3.0,"수,금 13:30~14:45 [R404]",3.0,신희종,75,O,,,,"[2,4,6,8,0]",,,,04.25(금)13:30~14:45[R404],전학년,2학년,화학과(불가능),구)물리화학,"짝수 학번만 수강, 화학과 수강불가(화공생명공학 다전공자의 경우, 물리화학I (CHM2201) 수강을 본 과목의 수강으로 인정함)"
2025 학년도,1학기,대학,화공생명공학과,CBE2005,01,화공유기화학,조회,3.0,"화,목 10:30~11:45 [R404]",3.0,오세용,73,,,,,"[1,3,5,7,9]",,,,04.24(목)10:30~11:45[R404],전학년,2학년,화학과(불가능),구)응용유기화학,"홀수 학번만 수강, 화학전공 학생 수강불가"
2025 학년도,1학기,대학,화공생명공학과,CBE2005,02,화공유기화학,조회,3.0,"월,수 10:30~11:45 [AS301]",3.0,강태욱,65,O,,,,"[2,4,6,8,0]",,,,04.28(월)10:00~12:15[K503],전학년,2학년,화학과(불가능),구)응용유기화학,"짝수 학번만 수강, 화학전공 학생 수강불가"
2025 학년도,1학기,대학,화공생명공학과,CBE2007,01,화공생화학,조회,3.0,"화,목 09:00~10:15 [K301]",3.0,오병근,127,,,,,,,,,04.22(화)09:00~10:15[K301],전학년,2학년,,구)응용생화학,
2025 학년도,1학기,대학,화공생명공학과,CBE2010,01,화공생명공학실험Ⅰ,조회,3.0,화 16:30~22:15 [R405],6.0,오병근,22,,,,,,,,,04.22(화)16:30~17:45[R405],전학년,2-4학년,,,
2025 학년도,1학기,대학,화공생명공학과,CBE2010,02,화공생명공학실험Ⅰ,조회,3.0,화 16:30~22:15 [R405],6.0,조현석,29,,,,,,,,,04.22(화)16:30~17:45[R405],전학년,2-4학년,,,
2025 학년도,1학기,대학,화공생명공학과,CBE2010,03,화공생명공학실험Ⅰ,조회,3.0,금 16:30~22:15 [R405],6.0,강문성,18,,,,,,,,,04.25(금)16:30~17:45[R405],전학년,2-4학년,,,
2025 학년도,1학기,대학,화공생명공학과,CBE2010,04,화공생명공학실험Ⅰ,조회,3.0,금 16:30~22:15 [R405],6.0,박제영,12,,,,,,,,,,전학년,2-4학년,,,
2025 학년도,1학기,대학,화공생명공학과,CBE2011,01,화공수학I,조회,3.0,"화,목 12:00~13:15 [K201]",3.0,최진훈,117,O,,,,"[1,3,5,7,9]",,,,04.22(화)12:00~13:15[K201],전학년,1-4학년,화공생명공학과(가능),화공생명공학전공 학생만 수강 가능,"홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
2025 학년도,1학기,대학,화공생명공학과,CBE2011,02,화공수학I,조회,3.0,"화,목 16:30~17:45 [K402]",3.0,이종석,40,O,,,,"[2,4,6,8,0]",,,,04.24(목)16:30~17:45[K402],전학년,1-4학년,화공생명공학과(가능),화공생명공학전공 학생만 수강 가능,"짝수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
2025 학년도,1학기,대학,화공생명공학과,CBE2014,01,화공기초화학Ⅰ,조회,3.0,"화,목 16:30~17:45 [K201]",3.0,박제영,51,O,,,,"[1,3,5,7,9]",,,,04.24(목)16:30~17:45[K201],전학년,1학년,화공생명공학과(가능),구)공업화학Ⅰ,"홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
2025 학년도,1학기,대학,화공생명공학과,CBE2014,02,화공기초화학Ⅰ,조회,3.0,"수,금 09:00~10:15 [K302]",3.0,신희종,59,O,,,,"[2,4,6,8,0]",,,,04.23(수)09:00~10:15[K302],전학년,1학년,화공생명공학과(가능),구)공업화학Ⅰ,"짝수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
2025 학년도,1학기,대학,화공생명공학과,CBE3002,01,공정열역학,조회,3.0,"화,목 13:30~14:45 [K303]",3.0,임종성,67,,,,,,,,,04.22(화)19:00~22:00[K301],전학년,3학년,,선수과목 : CBE3001 화공열역학,
