학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고,수업일자,요일,시작시간,종료시간,강의실
2023 학년도,1학기,대학,화공생명공학과,CBE4013,02,생물화학공학,조회,3.0,3.0,김현철,50,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[3],,선수과목 : CBE2002 창의설계,짝수 학번만 수강,,"['수', '금']",15:00,16:15,AS301
2023 학년도,1학기,대학,화공생명공학과,CBE4017,01,화공생명공학심화종합설계Ⅰ,조회,3.0,6.0,오병근,49,,,,,"[1,3,5,7,9]",,,,,"[3, 4]",[4],,선수과목 : CBE2002 창의설계,홀수 학번만 수강,,['화'],16:30,22:15,K307
2023 학년도,1학기,대학,화공생명공학과,CBE4017,02,화공생명공학심화종합설계Ⅰ,조회,3.0,6.0,강태욱,49,,,,,"[2,4,6,8,0]",,,,,"[3, 4]",[4],,선수과목 : CBE2002 창의설계,짝수 학번만 수강,,['화'],16:30,22:15,K304
2023 학년도,1학기,대학,화공생명공학과,CBE4020,01,에너지공학,조회,3.0,3.0,강문성,99,,,,,,,,,,"[3, 4]","[3, 4]",,,,,"['수', '금']",09:00,10:15,K201
2023 학년도,1학기,대학,화공생명공학과,CBE4022,01,인공지능:딥러닝,조회,3.0,3.0,최진훈,36,O,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,,,"['화', '목']",15:00,16:15,AS303
2023 학년도,1학기,대학,화공생명공학과,CBEG007,01,고급화공수학,조회,3.0,3.0,최진훈,16,O,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,학석사연계과목,,['수'],12:00,14:45,K509
2023 학년도,1학기,대학,화공생명공학과,CBEG009,01,발효공학,조회,3.0,3.0,이진원,40,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,학석사연계과목,,"['화', '목']",10:30,11:45,K307
2023 학년도,1학기,대학,중국문화학과,CHI2001,01,전공기초중국어1,조회,3.0,3.0,이슬기,43,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['화', '목']",16:30,17:45,J217
2023 학년도,1학기,대학,중국문화학과,CHI2003,01,기초한문,조회,3.0,3.0,신지영,44,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['월', '수']",12:00,13:15,J219
2023 학년도,1학기,대학,중국문화학과,CHI2006,01,"오늘의중국,중국인",조회,3.0,3.0,홍지순,22,O,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['수', '금']",13:30,14:45,J209
2023 학년도,1학기,대학,중국문화학과,CHI3001,01,중국어회화1,조회,3.0,3.0,"He, Ya Wen",12,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,중국어강의,중국어강의,,"['수', '금']",09:00,10:15,J313
2023 학년도,1학기,대학,중국문화학과,CHI3002,01,중국어작문1,조회,3.0,3.0,YANG LIU,34,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['월'],13:30,16:15,J219
2023 학년도,1학기,대학,중국문화학과,CHI3003,01,중국어3,조회,3.0,3.0,문영희,27,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",12:00,13:15,J217
2023 학년도,1학기,대학,중국문화학과,CHI3005,01,고급중국어,조회,3.0,3.0,류동춘,7,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['월', '수']",10:30,11:45,J319
2023 학년도,1학기,대학,중국문화학과,CHI3011,01,중국고전시의세계,조회,3.0,3.0,김보경,21,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",16:30,17:45,J209
2023 학년도,1학기,대학,중국문화학과,CHI3014,01,중국고전명문,조회,3.0,3.0,이정재,23,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,(구) 중국고전명문산책,,,"['월', '수']",16:30,17:45,J207
2023 학년도,1학기,대학,중국문화학과,CHI3017,01,중국어문법의이해,조회,3.0,3.0,YANG LIU,30,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",13:30,14:45,J217
2023 학년도,1학기,대학,중국문화학과,CHI3024,01,중화권문화콘텐츠,조회,3.0,3.0,"He, Ya Wen",55,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,구)중화권세계의이해 구)중화권지역문화,"중국어강의, 디지털인문학연계전공 교과목",,"['수', '금']",13:30,14:45,J307
2023 학년도,1학기,대학,중국문화학과,CHI3026,01,중국의대중문화,조회,3.0,3.0,홍지순,11,O,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,디지털인문학연계전공 교과목,,"['수', '금']",15:00,16:15,J207
2023 학년도,1학기,대학,중국문화학과,CHI3028,01,사서와현대인의수양,조회,3.0,3.0,김보경,17,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",13:30,14:45,J315
2023 학년도,1학기,대학,중국문화학과,CHI4008,01,무역중국어,조회,3.0,3.0,박지영,21,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,,,"['월', '수']",16:30,17:45,J209
2023 학년도,1학기,대학,중국문화학과,CHI4012,01,현대중국:구조와쟁점,조회,3.0,3.0,이욱연,27,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,구 한중문화산업과문화콘텐츠,,,"['화', '목']",10:30,11:45,J313
2023 학년도,1학기,대학,중국문화학과,CHI4015,01,중국진출기업의문화적현지화(캡스톤디자인),조회,3.0,3.0,이욱연,14,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,"['화', '목']",15:00,16:15,J202
2023 학년도,1학기,대학,화학과,CHM1001,01,일반화학I,조회,3.0,3.0,조규봉,55,,,,,,,,,,"[1, 2, 3, 4]",[1],화학과(1전공 가능),,화학과(1전공 가능),,"['화', '목']",10:30,11:45,RA204
2023 학년도,1학기,대학,화학과,CHM1001,02,일반화학I,조회,3.0,3.0,박준우,76,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과 1전공자 수강불가능,,"['월', '수']",12:00,13:15,K301
2023 학년도,1학기,대학,화학과,CHM1001,03,일반화학I,조회,3.0,3.0,신운섭,74,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과 1전공자 수강불가능,,"['화', '목']",09:00,10:15,K203
2023 학년도,1학기,대학,화학과,CHM1001,04,일반화학I,조회,3.0,3.0,옥강민,58,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과(1전공 불가능),,"['수', '금']",09:00,10:15,RA308
2023 학년도,1학기,대학,화학과,CHM1001,05,일반화학I,조회,3.0,3.0,허남회,78,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과 1전공자 수강불가능,,"['화', '목']",13:30,14:45,RA308
2023 학년도,1학기,대학,화학과,CHM1001,06,일반화학I,조회,3.0,3.0,이병노,79,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과(1전공 불가능),,"['월', '수']",10:30,11:45,K401
2023 학년도,1학기,대학,화학과,CHM1001,07,일반화학I,조회,3.0,3.0,김창호,76,,,,,,,,,,[],[1],화학과(1전공 불가능),,화학과(1전공 불가능),,"['화', '목']",12:00,13:15,RA310
2023 학년도,1학기,대학,화학과,CHM1001,08,일반화학I,조회,3.0,3.0,유수련,23,,,,,,,,,,"[1, 2, 3, 4]",[1],화학과(1전공 불가능),,화학과(1전공 불가능),,"['수', '금']",13:30,14:45,RA308
2023 학년도,1학기,대학,화학과,CHM1051,01,일반화학실험I,조회,1.0,3.0,서원석,15,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],13:30,16:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,02,일반화학실험I,조회,1.0,3.0,장지현,17,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],13:30,16:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,03,일반화학실험I,조회,1.0,3.0,서원석,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],16:30,19:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,04,일반화학실험I,조회,1.0,3.0,이병노,18,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],16:30,19:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,05,일반화학실험I,조회,1.0,3.0,이현수,11,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['화'],13:30,16:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,06,일반화학실험I,조회,1.0,3.0,옥강민,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['화'],13:30,16:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,07,일반화학실험I,조회,1.0,3.0,동방선,16,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['화'],16:30,19:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,08,일반화학실험I,조회,1.0,3.0,이덕형,17,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['화'],16:30,19:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,09,일반화학실험I,조회,1.0,3.0,서원석,15,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['수'],13:30,16:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,10,일반화학실험I,조회,1.0,3.0,이덕형,18,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['수'],13:30,16:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,11,일반화학실험I,조회,1.0,3.0,이덕형,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['목'],13:30,16:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,12,일반화학실험I,조회,1.0,3.0,옥강민,12,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['목'],13:30,16:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,13,일반화학실험I,조회,1.0,3.0,장지현,16,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['목'],16:30,19:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,14,일반화학실험I,조회,1.0,3.0,이덕형,16,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['목'],16:30,19:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,15,일반화학실험I,조회,1.0,3.0,서원석,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['금'],13:30,16:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,16,일반화학실험I,조회,1.0,3.0,성봉준,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['금'],13:30,16:15,R114
2023 학년도,1학기,대학,화학과,CHM1051,17,일반화학실험I,조회,1.0,3.0,김창호,14,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['금'],16:30,19:15,R112
2023 학년도,1학기,대학,화학과,CHM1051,18,일반화학실험I,조회,1.0,3.0,동방선,13,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['금'],16:30,19:15,R114
2023 학년도,1학기,대학,화학과,CHM2101,01,분석화학,조회,3.0,3.0,신운섭,73,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,"['화', '목']",10:30,11:45,K203
2023 학년도,1학기,대학,화학과,CHM2151,01,분석화학실험,조회,2.0,4.0,신관우,16,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['월'],15:00,18:50,R115
2023 학년도,1학기,대학,화학과,CHM2151,02,분석화학실험,조회,2.0,4.0,신운섭,16,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['화'],15:00,18:50,R115
2023 학년도,1학기,대학,화학과,CHM2151,03,분석화학실험,조회,2.0,4.0,신관우,14,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['목'],15:00,18:50,R115
2023 학년도,1학기,대학,화학과,CHM2151,04,분석화학실험,조회,2.0,4.0,장지현,14,,,,,,,,,,"[1, 2, 3, 4]",[2],,,,,['금'],15:00,18:50,R115
2023 학년도,1학기,대학,화학과,CHM2202,01,물리화학II,조회,3.0,3.0,박준우,72,O,,,,,,,,,"[1, 2, 3, 4]",[3],,,,,"['월', '수']",10:30,11:45,K402
2023 학년도,1학기,대학,화학과,CHM2231,01,물리화학특론,조회,3.0,3.0,오한빈,20,O,,,,,,,,,"[1, 2, 3, 4]",[4],,,,,"['월', '수']",12:00,13:15,AS311
2023 학년도,1학기,대학,화학과,CHM2251,01,물리화학실험I,조회,2.0,4.0,박준우,16,,,,,,,,,,[],[3],,,,,['월'],15:00,18:50,R119
2023 학년도,1학기,대학,화학과,CHM2251,02,물리화학실험I,조회,2.0,4.0,성봉준,17,,,,,,,,,,[],[3],,,,,['화'],15:00,18:50,R119
2023 학년도,1학기,대학,화학과,CHM2251,03,물리화학실험I,조회,2.0,4.0,오한빈,16,,,,,,,,,,[],[3],,,,,['금'],15:00,18:50,R119
2023 학년도,1학기,대학,화학과,CHM2251,04,물리화학실험I,조회,2.0,4.0,박준우,15,,,,,,,,,,"[1, 2, 3, 4]",[3],,,,,['목'],15:00,18:50,R119
2023 학년도,1학기,대학,화학과,CHM2301,01,유기화학I,조회,3.0,3.0,동방선,46,,,,,"[1,3,5,7,9]",,,,,"[1, 2, 3, 4]",[2],,,홀수학번만 가능,,"['화', '목']",09:00,10:15,AS412
2023 학년도,1학기,대학,화학과,CHM2301,02,유기화학I,조회,3.0,3.0,이원구,39,,,,,"[2,4,6,8,0]",,,,,"[1, 2, 3, 4]",[2],,,짝수학번만 가능,,"['화', '목']",09:00,10:15,RA406A
2023 학년도,1학기,대학,화학과,CHM2303,01,유기화학III,조회,3.0,3.0,동방선,33,O,,,,,,,,,"[1, 2, 3, 4]",[3],,,,,"['화', '목']",12:00,13:15,RA406A
2023 학년도,1학기,대학,화학과,CHM2331,01,유기화학특론I,조회,3.0,3.0,이원구,14,,,,,,,,,,"[1, 2, 3, 4]",[4],,,,,"['화', '목']",13:30,14:45,K306
2023 학년도,1학기,대학,화학과,CHM2352,01,유기화학실험II,조회,2.0,4.0,이원구,9,,,,,,,,,,[],"[3, 4]",,,,,['목'],15:00,18:50,R113
2023 학년도,1학기,대학,화학과,CHM2401,01,무기화학I,조회,3.0,3.0,서원석,60,,,,,,,,,,"[1, 2, 3, 4]",[3],,,,,"['화', '목']",13:30,14:45,K401
2023 학년도,1학기,대학,화학과,CHM2602,01,생화학II,조회,3.0,3.0,이현수,58,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,,,"['수', '금']",13:30,14:45,K404
2023 학년도,1학기,대학,화학과,CHM2651,01,생화학실험,조회,2.0,4.0,이현수,18,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['월'],15:00,18:50,R117
2023 학년도,1학기,대학,화학과,CHM2651,02,생화학실험,조회,2.0,4.0,조규봉,17,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['화'],15:00,18:50,R117
2023 학년도,1학기,대학,화학과,CHM2651,03,생화학실험,조회,2.0,4.0,조규봉,18,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['목'],15:00,18:50,R117
2023 학년도,1학기,대학,화학과,CHM4051,01,연구프로젝트I,조회,3.0,,서원석,17,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,,전공학점으로 인정하지 않음.(총학점에는 포함),,[],,,
2023 학년도,1학기,대학,화학과,CHM4053,01,화학인공지능기초,조회,3.0,3.0,성봉준,30,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,구)산업기술속화학,,,['금'],10:30,13:15,AS305
2023 학년도,1학기,대학,화학과,CHM4203,01,화학특허와기술이전,조회,1.0,1.0,김현진,7,,,,,,,,,,"[1, 2, 3, 4]",[4],,전공학점으로 인정되지 않음.(총학점에는 포함됨),전공학점으로 인정하지 않음.(총학점에는 포함),,['화'],15:00,15:50,K208
2023 학년도,1학기,대학,화학과,CHMG101,01,고급분석화학,조회,3.0,3.0,장지현,35,O,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,"대학원초급과목,구CHM5101",학석사연계과목,,"['화', '목']",09:00,10:15,K507
2023 학년도,1학기,대학,화학과,CHMG301,01,고급유기화학I,조회,3.0,3.0,이덕형,14,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,"대학원초급과목,구CHM5301",학석사연계과목,,"['월', '수']",10:30,11:45,K509
2023 학년도,1학기,대학,전인교육원,CHS2001,01,한국문화와역사,조회,3.0,3.0,정선용,19,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['화', '목']",15:00,16:15,K404
2023 학년도,1학기,대학,전인교육원,CHS2002,01,현대한국의형성,조회,3.0,3.0,조은성,72,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['화', '목']",10:30,11:45,K401
2023 학년도,1학기,대학,전인교육원,CHS2002,02,현대한국의형성,조회,3.0,3.0,서진교,64,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['월', '수']",12:00,13:15,K401
2023 학년도,1학기,대학,전인교육원,CHS2002,03,현대한국의형성,조회,3.0,3.0,장종진,55,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['화', '목']",09:00,10:15,K402
2023 학년도,1학기,대학,전인교육원,CHS2002,04,현대한국의형성,조회,3.0,3.0,주채영,66,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,['월'],13:30,16:15,K401
2023 학년도,1학기,대학,전인교육원,CHS2003,01,현대동아시아의형성,조회,3.0,3.0,방향숙,65,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['화', '목']",13:30,14:45,K402
2023 학년도,1학기,대학,전인교육원,CHS2003,02,현대동아시아의형성,조회,3.0,3.0,이지영,52,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,,,,"['월', '수']",16:30,17:45,K401
2023 학년도,1학기,대학,전인교육원,CHS2004,01,현대서양의형성,조회,3.0,3.0,강정석,67,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,근대시민사회의형성(SHU4017)의 대체과목/영미문화의이해(LCU4010)의 대체과목,,,['월'],13:30,16:15,K402
2023 학년도,1학기,대학,전인교육원,CHS2004,02,현대서양의형성,조회,3.0,3.0,문종현,48,,,,,,,,,,"[1, 2, 3, 4]","[1, 2]",,근대시민사회의형성(SHU4017)의 대체과목/영미문화의이해(LCU4010)의 대체과목,,,"['화', '목']",15:00,16:15,K503
2023 학년도,1학기,대학,전인교육원,CHS2006,01,역사란무엇인가,조회,3.0,3.0,최성철,57,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,주의 : 사학과 필수과목(HIS2001)과 다른 과목,,,['금'],10:30,13:15,K301
2023 학년도,1학기,대학,전인교육원,CHU4005,01,인물로본중국사,조회,3.0,3.0,방향숙,81,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,중국문명의역사(CHU4004)의 대체과목,,,"['화', '목']",12:00,13:15,K401
2023 학년도,1학기,대학,전인교육원,CHU4020,01,유라시아의문명과교류,조회,2.0,2.0,전인갑,64,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,['수'],15:00,16:40,K501
2023 학년도,1학기,대학,전인교육원,CHU4021,01,4차혁명과 인문학,조회,3.0,3.0,심지원,15,,,,,,,,,,"[1, 2, 3, 4]","[1, 2, 3, 4]",,,,,['월'],13:30,16:15,K405
2023 학년도,1학기,대학,전인교육원,COR1003,01,영어글로벌의사소통I,조회,3.0,3.0,"Willers, Arthur Gregory",25,O,,,,,,,,,"[1, 2, 3, 4]",[1],,"구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 모든 계열 수강 가능",,"['월', '수']",10:30,11:45,J321
2023 학년도,1학기,대학,전인교육원,COR1003,02,영어글로벌의사소통I,조회,3.0,3.0,이주영,26,O,,,,,,,,,"[1, 2, 3, 4]",[1],"자연과학대학,공과대학(불가능)","구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 자연과학 대학, 공과 대학 수강 불가",,"['월', '수']",10:30,11:45,J307
2023 학년도,1학기,대학,전인교육원,COR1003,03,영어글로벌의사소통I,조회,3.0,3.0,"Willers, Arthur Gregory",27,O,,,,,,,,,"[1, 2, 3, 4]",[1],,"구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 모든 계열 수강 가능",,"['월', '수']",12:00,13:15,X229
2023 학년도,1학기,대학,전인교육원,COR1003,04,영어글로벌의사소통I,조회,3.0,3.0,"Bailey, Andrew",23,O,,,,,O,,,,"[1, 2, 3, 4]",[1],,"구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 비영권 국제 학생 전용반 (한국 학생 수강 불가)",,"['월', '수']",12:00,13:15,X430
2023 학년도,1학기,대학,전인교육원,COR1003,05,영어글로벌의사소통I,조회,3.0,3.0,이주영,25,O,,,,,,,,,"[1, 2, 3, 4]",[1],"자연과학대학,공과대학(불가능)","구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 자연과학 대학, 공과 대학 수강 불가",,"['월', '수']",12:00,13:15,J307
2023 학년도,1학기,대학,전인교육원,COR1003,06,영어글로벌의사소통I,조회,3.0,3.0,조혜연,25,O,,,,,,,,,"[1, 2, 3, 4]",[1],"자연과학대학,공과대학(불가능)","구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 자연과학 대학, 공과 대학 수강 불가",,"['화', '목']",09:00,10:15,J319
2023 학년도,1학기,대학,전인교육원,COR1003,07,영어글로벌의사소통I,조회,3.0,3.0,조혜연,25,O,,,,,,,,,"[1, 2, 3, 4]",[1],"자연과학대학,공과대학(불가능)","구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 자연과학 대학, 공과 대학 수강 불가",,"['화', '목']",10:30,11:45,J319
2023 학년도,1학기,대학,전인교육원,COR1003,08,영어글로벌의사소통I,조회,3.0,3.0,"Kim, Jae Pil",27,O,,,,,,,,,"[1, 2, 3, 4]",[1],"자연과학대학,공과대학(불가능)","구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 자연 과학 대학, 공과 대학 수강 불가",,"['화', '목']",10:30,11:45,K406
2023 학년도,1학기,대학,전인교육원,COR1003,09,영어글로벌의사소통I,조회,3.0,3.0,"Bailey, Andrew",23,O,,,,,,,,,"[1, 2, 3, 4]",[1],,"구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 모든 계열 수강 가능",,"['화', '목']",10:30,11:45,J323
2023 학년도,1학기,대학,전인교육원,COR1003,10,영어글로벌의사소통I,조회,3.0,3.0,정지수,25,O,,,,,,,,,"[1, 2, 3, 4]",[1],,"구 영어I, 신입생 대다수의 학생이 대상","수강대상 전학년, 권장학년 1학년, 모든 계열 수강 가능",,"['화', '목']",10:30,11:45,J325
