학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,수업시간/강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고
2024 학년도,2학기,대학,생명과학과,BIO1106,08,일반생물학실험II,조회,1.0,목 16:30~19:15 [K213],3.0,이갑열,10,,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,생명과학과,BIO1106,09,일반생물학실험II,조회,1.0,금 13:30~16:15 [K213],3.0,이정하,5,,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,생명과학과,BIO1106,10,일반생물학실험II,조회,1.0,금 16:30~19:15 [K213],3.0,서미정,7,,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2122,01,현대생물학실험II,조회,3.0,월 13:30~18:20 [R204],5.0,이규호,14,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2122,02,현대생물학실험II,조회,3.0,화 13:30~18:20 [R204],5.0,이갑열,15,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2122,03,현대생물학실험II,조회,3.0,수 13:30~18:20 [R204],5.0,김성룡,13,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2122,04,현대생물학실험II,조회,3.0,목 13:30~18:20 [R204],5.0,정광환,14,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2132,01,생화학II,조회,3.0,"화,목 09:00~10:15 [K403]",3.0,서미정,69,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2151,01,분자생물학,조회,3.0,"화,목 10:30~11:45 [K401]",3.0,주봉건,62,,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,생명과학과,BIO2701,01,환경과학론,조회,3.0,"월,수 10:30~11:45 [K306]",3.0,이규호,22,,,,,,,,,,전학년,2-4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3124,01,현대생물학실험IV,조회,3.0,월 13:30~18:20 [R210],5.0,김정호,11,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3124,02,현대생물학실험IV,조회,3.0,화 13:30~18:20 [R210],5.0,김종찬,13,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3124,03,현대생물학실험IV,조회,3.0,수 13:30~18:20 [R210],5.0,이정하,14,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3124,04,현대생물학실험IV,조회,3.0,목 13:30~18:20 [R210],5.0,서미정,8,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3161,01,유전학,조회,3.0,"월,수 10:30~11:45 [K307]",3.0,김성룡,26,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO3711,01,미생물학,조회,3.0,"화,목 10:30~11:45 [K306]",3.0,김건수,28,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4322,01,동물대사학,조회,3.0,"수,금 09:00~10:15 [K305]",3.0,허진영,25,O,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4331,01,신경생물학,조회,3.0,"수,금 13:30~14:45 [K307]",3.0,"Lee, Hosuk Sean",31,O,,,,,,,,,전학년,4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4351,01,면역학,조회,3.0,"월,수 12:00~13:15 [K307]",3.0,이갑열,38,O,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4441,01,분자세포생물학,조회,3.0,"수,금 09:00~10:15 [K306]",3.0,김정호,30,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4721,01,분자세포종양학,조회,3.0,"월,수 12:00~13:15 [K507]",3.0,김종찬,34,O,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,생명과학과,BIO4921,01,특수연구,조회,3.0,,,주봉건,3,,,,,,,,,,전학년,4학년,,전공학점으로 인정되지 않음.(총학점에는 포함됨),"*전공학점에 불포함, 졸업학점에 포함 *응용바이오기술실험과 동일학기 수강불가 *7학기 이상 수강가능"
2024 학년도,2학기,대학,생명과학과,BIO4931,01,응용바이오기술실험,조회,3.0,,,주봉건,5,,,,,,,,,,전학년,4학년,,*특수연구와 동시수강 불가 *7학기 이상 수강가능,*전공과목으로 전공학점에 포함 *특수연구와 동일학기 수강불가 *7학기 이상 수강가능
2024 학년도,2학기,대학,생명과학과,BIOG001,01,바이오텍의기술사업화(캡스톤디자인),조회,3.0,"화,목 12:00~13:15 [K307]",3.0,"Lee, Hosuk Sean",19,O,,,,,,,,,전학년,3-4학년,,구)바이오텍의상업화종합설계,
2024 학년도,2학기,대학,바이오융합기술 연계전공,BNT3009,01,바이오모방공학개론,조회,3.0,"화,목 15:00~16:15 [AS303]",3.0,이승엽,3,,,,,,,,,,"3,4학년",3-4학년,,기계공학과 바이오모방공학개론 MEE4016 과목과 합반 수업,기계공학과 연계과목(MEE4016)
2024 학년도,2학기,대학,바이오융합기술 연계전공,BNTG031,01,지식재산권과특허,조회,3.0,화 16:30~19:15 [RA406B],3.0,김현진,18,,,,,,,,,,전학년,3-4학년,,"대학원초급과목,구BNT5031",학석사 연계과목
2024 학년도,2학기,대학,화공생명공학과,CBE2002,01,창의설계,조회,3.0,월 13:30~16:15 [AS303],3.0,백서인,37,O,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE2002,02,창의설계,조회,3.0,월 13:30~16:15 [RA410],3.0,김형준,41,O,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE2002,03,창의설계,조회,3.0,월 13:30~16:15 [RA408],3.0,조현석,46,O,,,,,,,,,전학년,1학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE2003,01,화공생명공학양론,조회,3.0,"월,수 10:30~11:45 [K202]",3.0,류재건,128,O,,,,,,,,,전학년,2학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE2006,01,응용생물학,조회,3.0,"화,목 16:30~17:45 [RA310]",3.0,이지영,42,,,,,"[1,3,5,7,9]",,,,,전학년,1학년,,"(구)42-032,2010학번부터(비인증대상) 전공과목 인정안됨","홀수 학번만 수강,생명과학전공 학생 수강불가"
2024 학년도,2학기,대학,화공생명공학과,CBE2006,02,응용생물학,조회,3.0,"화,목 15:00~16:15 [AS301]",3.0,최정우,51,,,,,"[2,4,6,8,0]",,,,,전학년,1학년,,"(구)42-032,2010학번부터(비인증대상) 전공과목 인정안됨","짝수 학번만 수강,생명과학전공 학생 수강불가"
2024 학년도,2학기,대학,화공생명공학과,CBE2012,01,화공수학II,조회,3.0,"화,목 12:00~13:15 [AS301]",3.0,최진훈,78,O,,,,"[1,3,5,7,9]",,,,,전학년,1-4학년,,"화공전공자만 수강가능, 선수과목 : STS2006 미적분학II, CBE2011 화공수학I(또는 MAT2410 응용수학I)","홀수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2024 학년도,2학기,대학,화공생명공학과,CBE2012,02,화공수학II,조회,3.0,"수,금 13:30~14:45 [AS303]",3.0,이종석,41,O,,,,"[2,4,6,8,0]",,,,,전학년,1-4학년,,"화공전공자만 수강가능, 선수과목 : STS2006 미적분학II, CBE2011 화공수학I(또는 MAT2410 응용수학I)","짝수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2024 학년도,2학기,대학,화공생명공학과,CBE2015,01,화공기초화학Ⅱ,조회,3.0,"수,금 15:00~16:15 [K303]",3.0,김충익,50,O,,,,"[1,3,5,7,9]",,,,,전학년,1-4학년,,구)공업화학Ⅱ,"홀수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2024 학년도,2학기,대학,화공생명공학과,CBE2015,02,화공기초화학Ⅱ,조회,3.0,"화,목 09:00~10:15 [K304]",3.0,박제영,44,O,,,,"[2,4,6,8,0]",,,,,전학년,1-4학년,,구)공업화학Ⅱ,"짝수 학번만 수강,화공생명공학전공 학생만 수강 가능"
2024 학년도,2학기,대학,화공생명공학과,CBE2016,01,기초 전산화학공학,조회,3.0,"화,목 13:30~14:45 [AS303]",3.0,백서인,11,,,,,,,,,,전학년,2-4학년,,구)프로그래밍언어기초(CBE2013),
2024 학년도,2학기,대학,화공생명공학과,CBE3001,01,화공열역학,조회,3.0,"화,목 09:00~10:15 [AS414]",3.0,조현석,60,,,,,"[1,3,5,7,9]",,,,,전학년,2학년,,,홀수 학번만 수강
2024 학년도,2학기,대학,화공생명공학과,CBE3001,02,화공열역학,조회,3.0,"화,목 16:30~17:45 [AS414]",3.0,조현석,74,,,,,"[2,4,6,8,0]",,,,,전학년,2학년,,,짝수 학번만 수강
2024 학년도,2학기,대학,화공생명공학과,CBE3004,01,화공유체역학,조회,3.0,"월,수 16:30~17:45 [AS301]",3.0,류재건,39,O,,,,,,,,,전학년,3학년,,선수과목 : CBE2011 화공수학I(또는 MAT2410 응용수학I),"홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능(선수과목 : 화공수학Ⅰ 화공수학Ⅱ)"
2024 학년도,2학기,대학,화공생명공학과,CBE3005,01,열및물질전달,조회,3.0,"월,수 10:30~11:45 [K302]",3.0,강태욱,110,O,,,,,,,,,전학년,3학년,,,화공생명공학전공 학생만 수강 가능
2024 학년도,2학기,대학,화공생명공학과,CBE3008,01,고분자물성,조회,3.0,"화,목 13:30~14:45 [AS301]",3.0,김형준,67,O,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3010,01,양자화학,조회,3.0,금 10:30~13:15 [AS414],3.0,박흥목,54,,,,,,,,,,전학년,3학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3013,01,응용분자생물학,조회,3.0,"수,금 15:00~16:15 [AS414]",3.0,오병근,58,,,,,,,,,,전학년,3학년,,선수과목 : CBE2007 응용생화학,
2024 학년도,2학기,대학,화공생명공학과,CBE3014,01,유전공학,조회,3.0,"화,목 10:30~11:45 [K304]",3.0,김현철,49,,,,,,,,,,전학년,3학년,,(생명과학전공 학생 수강 불가),생명과학전공 학생 수강 불가
2024 학년도,2학기,대학,화공생명공학과,CBE3017,01,화공생명공학실험Ⅱ,조회,3.0,금 16:30~22:15 [R405],6.0,김현철,20,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3017,02,화공생명공학실험Ⅱ,조회,3.0,수 16:30~22:15 [R405],6.0,박제영,25,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3017,03,화공생명공학실험Ⅱ,조회,3.0,금 16:30~22:15 [R405],6.0,이종석,20,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3017,04,화공생명공학실험Ⅱ,조회,3.0,금 16:30~22:15 [R405],6.0,강문성,20,,,,,,,,,,전학년,3-4학년,,,
2024 학년도,2학기,대학,화공생명공학과,CBE3303,01,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,김충익,14,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2024 학년도,2학기,대학,화공생명공학과,CBE3303,02,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,하경수,8,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2024 학년도,2학기,대학,화공생명공학과,CBE3303,03,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,이종석,4,O,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2024 학년도,2학기,대학,화공생명공학과,CBE3303,04,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,박제영,2,O,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2024 학년도,2학기,대학,화공생명공학과,CBE3303,05,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,강문성,10,,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
2024 학년도,2학기,대학,화공생명공학과,CBE3303,06,연구프로젝트Ⅲ,조회,3.0,월 18:00~20:45,3.0,김형준,1,O,,,,,,,,,전학년,3-4학년,,,담당교수와 상의하여 선 승인후에 수강신청해야 함
