과목번호,과목명,학년도,학기,분반,강의계획서,요일,시작시간,종료시간,강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,수강대상,비고
CHI3005,고급중국어,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J323,3.0,류동춘,15,,,,,,,"[1, 2, 3, 4]",
CHI3015,현대중국문학의이해,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J315,3.0,이욱연,13,,,,,,,"[1, 2, 3, 4]",
CHI3017,중국어문법의이해,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J219,3.0,강병규,30,,,,,,,"[1, 2, 3, 4]",
CHI3040,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,"He, Ya Wen",1,,,,,,,"[2, 3, 4]",제1전공자만 가능
CHI4005,중국문학주제특강(중국어강의),2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J602,3.0,"He, Ya Wen",28,,O,,,,,"[1, 2, 3, 4]",
CHI4008,무역중국어,2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J315,3.0,박지영,11,,,,,,,"[1, 2, 3, 4]",
CHI4009,중국미디어와도시,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J204,3.0,홍지순,8,O,,,,,,"[1, 2, 3, 4]",
CHIG009,현대중국연구의방법과쟁점,2024 학년도,1학기,1,조회,['수'],14:00,16:50,J109,3.0,이욱연,1,,,,,,,"[1, 2, 3, 4]",
CHM2303,유기화학III,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K309,3.0,동방선,34,O,,,,,,"[1, 2, 3, 4]",
CHM3100,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,동방선,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
CHMG301,고급유기화학I,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K208,3.0,이덕형,21,,,,,,,"[1, 2, 3, 4]",
CSE3301,연구프로젝트Ⅰ,2024 학년도,1학기,1,조회,[],,,,3.0,최준석,4,,,O,,,,[],담당교수 승인과목
CSE4115,소프트웨어공학,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS414,3.0,박수용,80,,,,,,,"[3, 4]",
CSE4116,임베디드시스템소프트웨어,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,R903,3.0,박성용,24,,,,,,,[4],"인원수 24명 제한, 컴퓨터공학 1전공자만 수강 가능"
CSEG311,음성인식,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,R903,3.0,김지환,21,,,,,,,"[3, 4]",학석사 연계과목
CSEG312,데이터마이닝,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,AS912,3.0,양지훈,12,,,,,,,"[3, 4]",학석사 연계과목
CSEG416,패턴인식,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,AS414,3.0,박운상,50,O,,,,,,[4],학석사 연계과목
CUCKU006,에코토피아와 인간,2024 학년도,1학기,1,,[],,,,,,0,,,O,O,,,[],CU공유대학 과목
CUDGC012,경영학의이해,2024 학년도,1학기,1,,[],,,,,,19,,,O,O,,,[],CU공유대학 과목
CUICC007,세계유산의 이해,2024 학년도,1학기,1,,[],,,,,,0,,,O,O,,,[],CU공유대학 과목
CUICC009,취창업과 진로,2024 학년도,1학기,1,,[],,,,,,7,,,O,O,,,[],CU공유대학 과목
DIH3004,인문데이터 전산처리,2024 학년도,1학기,1,조회,['월'],13:30,16:15,AS111,3.0,김현종,6,,,,,,,"[1, 2, 3, 4]",
ECO3002,노동경제학,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,GN202,3.0,안태현,84,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO3009,공공경제학,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GN202,3.0,김홍균,115,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4022,경제학특강5,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GN311,3.0,이강오,7,,,,,,,"[2, 3, 4]",부제: 인공지능을 위한 수학과 통계. 경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
EDU3001,교육과정,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:20,J128,2.0,양미경,19,,,,,,,"[2, 3, 4]",
EDU3047,교육평가,2024 학년도,1학기,1,조회,"['화', '목']",15:00,15:50,J128,2.0,이예경,10,,,,,,,"[1, 2, 3, 4]",
EDUF982,외국어교과논리및논술,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J110,3.0,한소영,8,,,,,,,"[3, 4]",
EEE4147,센서및마이크로시스템,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K306,3.0,윤광석,29,,,,,,,"[1, 2, 3, 4]",
EEE4171,인공지능통신,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,AS305,3.0,김홍석,40,,,,,,,"[1, 2, 3, 4]",
EEE4183,마이크로프로세서응용실험,2024 학년도,1학기,1,조회,['월'],15:00,18:50,R714,4.0,김경환,14,,,,,,,"[1, 2, 3, 4]",실험강의: 화 19:00~20:30
ENG2005,영국문화사,2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J219,3.0,김치헌,50,O,,,,,,"[1, 2, 3, 4]",
ENG2104,실용영문법,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J327,3.0,유원호,33,O,,,,,,"[1, 2, 3, 4]",
ENG3003,르네상스시대의영문학,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J327,3.0,김태원,38,,,,,,,"[2, 3, 4]",
ENG3010,빅토리아시대의소설,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J217,3.0,BonfiglioRichardPaul,22,O,,,,,,"[2, 3, 4]",
ENG3011,19세기미국문학,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J204,3.0,서주희,26,O,,,,,,"[2, 3, 4]",
ENG3102,현대서양문학,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J202,3.0,이은경,22,O,,,,,,"[1, 2, 3, 4]",
ENG3104,현대영국소설,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J602,3.0,김영주,24,,,,,,,"[1, 2, 3, 4]",선수과목: 영문학개론
ENG3107,현대미국소설,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J602,3.0,황은주,19,,,,,,,"[2, 3, 4]",
ENG3223,시와문화,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J313,3.0,"Disney, Daniel James Philip",31,O,,,,,,"[2, 3, 4]",
ENG3419,"문학, 공연, 문화산업(캡스톤디자인)",2024 학년도,1학기,1,조회,['금'],10:30,13:15,J311,3.0,김태원,8,,,,,,,"[2, 3, 4]",
ENG3430,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,정인기,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
ENGG007,20세기미국문학프로세미나,2024 학년도,1학기,1,조회,['수'],10:30,13:30,J616,3.0,황은주,2,O,,,,,,"[3, 4]",학석사 연계과정
ENGG205,통사론 I,2024 학년도,1학기,4,조회,"['화', '목']",12:00,13:15,J307,3.0,Barrie Michael Jonathan Mathew,2,O,,,,,,"[3, 4]",학석사 연계과정
EUR2239,독일문화의이해,2024 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,J202,3.0,김형민,19,,,,,,,"[1, 2, 3, 4]",
EUR3101,국제관계와유럽,2024 학년도,1학기,1,조회,['월'],13:30,16:15,J102,3.0,황인정,62,,,,,,,"[1, 2, 3, 4]",
EUR3203,독작문1,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J323,3.0,최윤영,12,,,,,,,"[1, 2, 3, 4]",
EUR3215,독일어단어형성의이해,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J202,3.0,김형민,22,,,,,,,"[1, 2, 3, 4]",
EUR3231,독일문학사,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,X428,3.0,조한렬,16,,,,,,,"[1, 2, 3, 4]",
EUR3233,독일낭만주의문학,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J602,3.0,김연신,14,,,,,,,"[1, 2, 3, 4]",
EUR3241,주제별독일문화,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J321,3.0,이민수,17,,,,,,,"[1, 2, 3, 4]",
EUR3346,프랑스18세기문학,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J319,3.0,전종호,22,,,,,,,"[1, 2, 3, 4]",
EUR3364,프랑스문화강독1,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J321,3.0,김지현,19,,,,,,,"[1, 2, 3, 4]",
EUR3367,프랑스대중문화연구,2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J116,3.0,"Malin, Franck",2,,,,,,,"[1, 2, 3, 4]",
EUR3371,프랑스연극,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J311,3.0,권현정,20,,,,,,,"[1, 2, 3, 4]",
EUR4219,시청각독어2,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J207,3.0,최윤영,13,,,,,,,"[1, 2, 3, 4]",
EUR4381,시청각프랑스어4,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J116,3.0,"Malin, Franck",5,,,,,,,"[1, 2, 3, 4]",
EUR4392,프랑스어권의문학,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J219,3.0,김지현,30,,,,,,,"[1, 2, 3, 4]",
EUR4399,프랑스문화개별연구논문,2024 학년도,1학기,1,조회,[],,,,,김지현,1,,,O,,,,"[3, 4]",
GES2003,성과 사회,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D301,3.0,김지혜,8,O,,,,,,"[1, 2, 3, 4]","SOC3012 사회학과와 합반, 단 여성학협동과정 학생의 경우 GES2003으로 신청해야 함"
GES3019,성과사랑,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D402,3.0,김엘리,24,,,,,,,"[1, 2, 3, 4]",
GESG003,여성운동사,2024 학년도,1학기,1,조회,['월'],13:30,16:15,D503,3.0,김미덕,3,,,,,,,"[1, 2, 3, 4]",학석사연계
GKS2004,Korean Studies in Practice I(캡스톤디자인),2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,X429,3.0,김동택,10,O,,,,,,"[1, 2, 3, 4]",
GKS3008,Statistical Thinking for Global Korean Studies,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,X428,3.0,서용덕,5,O,,,,,,"[2, 3, 4]",
GKS4001,Translated Korea: The Social History of Concepts in Korea,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,X429,3.0,김동택,23,O,,,,,,"[1, 2, 3, 4]",
GKSG003,Reading Theories of Korean Development,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,X426,3.0,장대업,13,O,,,,,,"[2, 3, 4]",
HIS3005,한국현대사,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J219,3.0,조은성,26,,,,,,,"[1, 2, 3, 4]",
HIS3009,근대중국의개혁과혁명,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J110,3.0,장수지,5,,,,,,,"[1, 2, 3, 4]",
HIS3021,서양고대사,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J325,3.0,오흥식,22,,,,,,,"[1, 2, 3, 4]",
HIS3037,미국사개설,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J327,3.0,박현숙,31,,,,,,,"[1, 2, 3, 4]",
HIS3041,한국사상사,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J323,3.0,조범환,12,,,,,,,"[1, 2, 3, 4]",
HIS3046,한중관계사,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J321,3.0,김근하,19,,,,,,,"[1, 2, 3, 4]",
HIS3053,한국여성사,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J321,3.0,조은성,16,,,,,,,"[1, 2, 3, 4]",
HIS3058,동서교류사,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K212,3.0,송인주,10,,,,,,,"[1, 2, 3, 4]",
HIS3074,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,정일영,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
HIS3082,디지털역사학개론,2024 학년도,1학기,1,조회,['금'],10:30,13:15,J313,3.0,유슬기,4,,,,,,,"[1, 2, 3, 4]",
HIS4011,동양사강독2,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J204,3.0,전인갑,14,,,,,,,"[1, 2, 3, 4]",
HSS3004,특수교육과장애의이해,2024 학년도,1학기,1,조회,['월'],13:30,16:15,MA203,3.0,안영회,21,,,,,,,"[1, 2, 3, 4]",
HSS3011,영어토론세미나,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J325,3.0,"Willers, Arthur Gregory",32,O,,,,,,"[1, 2, 3, 4]","수강 대상 2,3,4학년, 권장 학년 2-4학년, 모든 계열 수강 가능"
HSS3021,인간과지성,2024 학년도,1학기,1,조회,['월'],13:30,15:20,J302,2.0,"김지영, 이규성",71,,,,,,,"[1, 2, 3, 4]",
HSS3023,사회참여와성찰,2024 학년도,1학기,1,조회,['금'],15:00,17:45,MA201,3.0,"김상용, 박혜윤, 서영아",21,,,,,,,"[1, 2, 3, 4]",
JAS3009,광고카피라이팅과전략적글쓰기,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,GA305,3.0,유현재,39,O,,,,,,"[1, 2, 3, 4]",
JAS3015,광고와디자인기획,2024 학년도,1학기,1,조회,['월'],13:30,16:15,GA403,3.0,최석규,37,,,,,,,"[2, 3, 4]",
JAS4009,공공외교와글로벌전략커뮤니케이션,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GA505,3.0,정수린,20,O,,,,,,"[2, 3, 4]",
JAS4038,저널리즘 윤리(캡스톤디자인),2024 학년도,1학기,1,조회,['월'],13:30,16:15,GA401,3.0,서수민,30,,,,,,,"[1, 2, 3, 4]",
JAS4039,공익광고 기획 및 제작,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,GA305,3.0,유현재,52,O,,,,,,"[1, 2, 3, 4]",
JPN3001,일본사회의이해,2024 학년도,1학기,1,조회,['금'],10:30,13:15,K404,3.0,오현석,45,,,,,,,"[1, 2, 3, 4]",
KLC1018,한국어 프레젠테이션 연습,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J602,3.0,박민신,26,,,,,,O,"[1, 2, 3, 4]",KSC2003 한국문화이해를 위한 전략적 듣기 대체. 의무수강 과목
KLC1019,한국어작문연습,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J106,3.0,노지혜,25,,,,,,O,"[1, 2, 3, 4]",KSC2002 한국문화이해를 위한 비판적 쓰기 대체
KOR3004,국어형태론,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J209,3.0,황화상,41,,,,,,,"[2, 3, 4]",
KOR3203,구비문학론,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J217,3.0,황윤정,33,,,,,,,"[2, 3, 4]",
KOR3205,문장과수사,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J104,3.0,우찬제,17,,,,,,,"[2, 3, 4]",수강인원 20명 제한
KOR3214,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,황윤정,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
KOR3303,고전수필론,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J325,3.0,백진우,19,,,,,,,"[2, 3, 4]",
KOR3405,현대시텍스트읽기II,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J204,3.0,박슬기,39,,,,,,,"[1, 2, 3, 4]",
KOR3406,현대소설텍스트읽기II,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J327,3.0,김경수,33,,,,,,,"[2, 3, 4]",
KOR4001,국어학연습,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J106,3.0,황화상,10,,,,,,,"[3, 4]",
LAU4006,문학과판타지,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J102,3.0,이소연,62,,,,,,,"[1, 2, 3, 4]",
LAU4045,치유서사창작론,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K306,3.0,김혜미,5,,,,,,,"[1, 2, 3, 4]",
MAE3001,매스커뮤니케이션,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,GA401,3.0,박상희,51,,,,,,,"[1, 2, 3, 4]",스포츠미디어 연계전공 가능
MAE3008,미디어엔터테인먼트기획론,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,GA401,3.0,현대원,62,,,,,,,"[2, 3, 4]",
MAE3018,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,사영준,4,,,,,,,"[2, 3, 4]",제1전공자만 가능
MEE3001,재료거동학,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,AS305,3.0,이형일,26,,,,,,,"[3, 4]",
MEE3006,기계공학해석,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,AS303,3.0,박정열,71,O,,,,,,"[3, 4]",
MEE4004,3D-CAD,2024 학년도,1학기,1,조회,['화'],16:30,19:15,AS612,3.0,이철수,47,,,,,,,"[3, 4]",기계제도실(AS612)
MEE4015,바이오역학,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,AS305,3.0,신충수,9,,,,,,,"[3, 4]",
MEE4022,신재생에너지공학개론,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,AS412,3.0,강성민,31,,,,,,,"[3, 4]",
MEE4023,로봇설계및제어,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS301,3.0,전도영,29,,,,,,,"[3, 4]",
MEEG009,음향학의 기초,2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,AS305,3.0,김남근,23,,,,,,,"[3, 4]",음향학기초' 변경예정
MEEG018,시스템모델링및해석,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,K506,3.0,박정열,24,,,,,,,"[3, 4]",
MEEG019,공정설계의CAE,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K207,3.0,김낙수,9,,,,,,,"[3, 4]",
MEEG042,통계열역학및미소열전달,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,K506,3.0,박우성,16,,,,,,,"[3, 4]",
MEEG104,반도체공학,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K506,3.0,정봉근,20,,,,,,,"[3, 4]",
MGT4107,노사관계론,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,PA101,3.0,양동훈,77,,,,,,,"[1, 2, 3, 4]",
MGT4207,BA 인공지능,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,MA106,3.0,이윤동,36,,,,,,,"[1, 2, 3, 4]","경영1전공자 우선수강, (구)응용경영통계, 빅데이터사이언스, 인공지능 연계전공(가능)"
MGT4245,정보화시대의기업경영과혁신,2024 학년도,1학기,1,조회,['월'],13:30,16:15,MA202,3.0,구자현,26,O,,,,,,"[1, 2, 3, 4]",부제: IT MANAGEMENT AND BUSINESS STRATEGY
MGT4502,소비자행동론,2024 학년도,1학기,1,조회,['금'],10:30,13:15,PA101,3.0,하영원,74,,,,,,,"[1, 2, 3, 4]",
MGT4701,경영영어라이팅,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,PA201,3.0,김이권,36,O,,,,,,"[1, 2, 3, 4]",경영1전공자 우선수강
MGTG109,기업지배구조와기업전략,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,PA203,3.0,서정일,46,,,,,,,"[1, 2, 3, 4]","구)MGT4109, 학석사연계과정"
MGTG310,가치평가이론과실무,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,MA203,3.0,안성필,24,,,,,,,"[1, 2, 3, 4]","(구)투자은행업무및국제자본시장의 대체과목, (구)MGT4310, 학석사연계과정"
MGTG315,메타버스가상시장과마케팅(캡스톤디자인),2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,PA405,3.0,정재학,7,,,,,,,"[1, 2, 3, 4]","학석사연계과목, 빅데이터사이언스, 융합소프트, 인공지능연계전공(가능)"
PHI3030,언어철학,2024 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J319,3.0,김준걸,21,O,,,,,,"[2, 3, 4]",
PHI3038,유가철학,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J307,3.0,류희성,56,,,,,,,"[2, 3, 4]",
PHI3046,칸트철학,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J315,3.0,"Kim, Halla",16,O,,,,,,"[2, 3, 4]",
PHIG083,서양철학읽기,2024 학년도,1학기,1,조회,['월'],13:30,16:15,J104,3.0,이상섭,17,,,,,,,"[2, 3, 4]",
PHIG084,서양철학의근본원리들,2024 학년도,1학기,1,조회,['금'],10:30,13:15,J616,3.0,"Kim, Halla",6,O,,,,,,"[3, 4]",연대&이대에만 개방
PHIQ982,철학교과교육론,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J110,3.0,이소은,1,,,,,,,"[1, 2, 3, 4]","HISQ981, RELQ981과 합반"
POL2004,사회과학 데이터 분석의 기초,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,D302,3.0,송병권,14,O,,,,,,"[1, 2, 3, 4]",
POL3050,전공진로설계Ⅰ,2024 학년도,1학기,1,조회,[],,,,,송병권,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
POL3108,근대정치사상,2024 학년도,1학기,1,조회,['월'],13:30,16:15,D303B,3.0,박진곤,15,,,,,,,"[1, 2, 3, 4]",부제: 정체성의 정치
POL3130,국제정치론,2024 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D202,3.0,이근욱,86,,,,,,,"[1, 2, 3, 4]",
POL3172,동아시아지역협력과갈등,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,D302,3.0,배기현,40,O,,,,,,"[1, 2, 3, 4]",
POL3179,비교민주주의론,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D301,3.0,조영호,51,O,,,,,,"[1, 2, 3, 4]",
POL3185,미국정치특강,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D302,3.0,김서영,47,O,,,,,,"[1, 2, 3, 4]",
POL3202,데이터로 보는 정치와 세계,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D304,3.0,황인혜,10,,,,,,,"[1, 2, 3, 4]",
POL4067,한국정치경제론,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,D301,3.0,김대환,64,,,,,,,"[1, 2, 3, 4]",
POL4082,통일한반도의미래상,2024 학년도,1학기,1,조회,['월'],13:30,16:15,D301,3.0,김택빈,36,,,,,,,"[1, 2, 3, 4]",
POL4133,국제정치이론,2024 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,D303A,3.0,김영완,11,O,,,,,,"[1, 2, 3, 4]",
POLG301,계량정치분석 Ⅰ,2024 학년도,1학기,1,조회,['목'],10:00,13:00,D502,3.0,김서영,1,,,,,,,"[1, 2, 3, 4]",학석사연계과목
POLG532,미국정치론,2024 학년도,1학기,1,조회,['수'],14:00,17:00,D402,3.0,하상응,19,,,,,,,"[1, 2, 3, 4]",
PSY4003,현대심리치료,2024 학년도,1학기,1,조회,['금'],10:30,13:15,D302,3.0,신지영,25,,,,,,,"[2, 3, 4]",
PSY4012,광고및소비자심리학,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D202,3.0,홍승범,116,,,,,,,"[1, 2, 3, 4]",
PSY4014,유아및아동심리학,2024 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,D202,3.0,김근영,74,,,,,,,"[1, 2, 3, 4]",
PSY4019,독서심리학,2024 학년도,1학기,1,,"['화', '목']",10:30,11:45,D302,3.0,이창환,54,O,,,,,,"[2, 3, 4]",
REL3028,종교인류학,2024 학년도,1학기,1,조회,['월'],13:30,16:15,J209,3.0,김동규,26,,,,,,,"[1, 2, 3, 4]",
REL3036,비교신비주의,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J323,3.0,박병관,15,O,,,,,,"[1, 2, 3, 4]",
REL3039,종교간의대화,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J114,3.0,오지섭,11,,,,,,,"[1, 2, 3, 4]",
REL3043,수양과명상,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K212,3.0,최현민,9,,,,,,,"[1, 2, 3, 4]",
SHU4010,동남아시아전통사회의이해,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D302,3.0,김종호,49,,,,,,,"[1, 2, 3, 4]",
SHU4057,공감의시대,2024 학년도,1학기,1,조회,['화'],10:30,12:20,K406,2.0,김상용,22,,,,,,,"[1, 2, 3, 4]",
SHU4082,현대사회와 민주주의,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D402,3.0,조영호,20,,,,,,,"[1, 2, 3, 4]",
SOC3008,집단행동과사회운동,2024 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D302,3.0,이상경,24,O,,,,,,"[1, 2, 3, 4]",
SOC3009,인구와발전,2024 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,D304,3.0,주익현,12,,,,,,,"[1, 2, 3, 4]",
SOC3011,도시사회학,2024 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,D303B,3.0,김지혜,19,,,,,,,"[1, 2, 3, 4]",
SOC3012,성과사회,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D301,3.0,김지혜,35,O,,,,,,"[1, 2, 3, 4]",
SOC3017,예술사회학,2024 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,D301,3.0,민병교,79,,,,,,,"[1, 2, 3, 4]",
SOC3020,세계화와후기산업사회,2024 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,D406,3.0,김영수,14,,,,,,,"[1, 2, 3, 4]",
SOC3040,인종과 종족,2024 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D303A,3.0,김우선,18,,,,,,,"[1, 2, 3, 4]",과목명 변경 신청 (구) 다문화 국가 시민
SOC3047,한국사회사,2024 학년도,1학기,1,조회,['금'],10:30,13:15,D303B,3.0,유진,24,,,,,,,"[1, 2, 3, 4]",
SOC3054,정보사회학,2024 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D303A,3.0,정호대,7,,,,,,,"[1, 2, 3, 4]",
SOC4015,소셜 빅데이터 분석 Ⅱ(캡스톤디자인),2024 학년도,1학기,1,조회,['금'],10:30,13:15,D304,3.0,이선형,7,,,,,,,"[2, 3, 4]",
SOCG005,사회통계심화(캡스톤디자인),2024 학년도,1학기,1,조회,['월'],13:30,16:15,D303A,3.0,김지혜,7,,,,,,,"[2, 3, 4]",
STS2001,자연과인간,2024 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K302,3.0,이덕환,58,,,,,,,"[1, 2, 3, 4]",
MAS2011,Introduction to Visual Media Programming,2023 학년도,하계학기,1,조회,"['월', '화', '수', '목', '금']",13:00,15:45,AS111,6.0,서용덕,22,O,,,,,,"[1, 2, 3, 4]",컴퓨터룸 사용하는 과목
SUA4004,스타트업산업체인턴십I,2023 학년도,하계학기,1,,[],,,,,홍철기,0,,,O,,,,"[1, 2, 3, 4]",현장실습과목
ENG4001,영미어문현장실습,2023 학년도,동계학기,1,조회,[],,,,,황은주,1,,,O,,,,[],"현장실습과목, 전공과 관련한 인턴쉽 프로그램에 합격한 학생들에 한해 신청가능."
