과목번호,과목명,학년도,학기,분반,강의계획서,요일,시작시간,종료시간,강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,수강대상,비고
HSS3005,수화의이해,2025 학년도,1학기,1,조회,['월'],13:30,16:15,J118,3.0,김미원,78,,,,,,,"[1, 2, 3, 4]",
CBE4010,화공재료,2024 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K202,3.0,구기갑,74,,,,,,,"[3, 4]",화공생명공학전공 학생만 수강 가능
AAS2015,세계 속 아시아의 협력과 갈등,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D402,3.0,배기현,11,O,,,,,,"[1, 2, 3, 4]",
AAS2024,현대 아시아의 중요 이슈들 Ⅰ,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J110,3.0,유예지,6,O,,,,,,"[1, 2, 3, 4]",
AAT2002,Humanities & creativity,2025 학년도,1학기,1,조회,['월'],13:30,16:15,X514,3.0,정지수,25,O,,,,,,"[1, 2, 3, 4]",
AAT2004,Intro to Creative Computing,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,X513,3.0,김주섭,38,O,,,,,,"[2, 3, 4]",
AAT2005,Creative Capstone Project I(캡스톤디자인),2025 학년도,1학기,1,조회,['금'],16:30,19:00,X514,3.0,"최용순, 오준호, 정해동, 이선옥",24,,,,,,,"[3, 4]",
AAT2006,Creative Capstone Project II(캡스톤디자인),2025 학년도,1학기,1,조회,['금'],16:30,19:00,X514,3.0,"최용순, 오준호, 정해동, 이선옥",10,,,,,,,"[3, 4]",
AAT2008,Foundations of Human-Computer Interaction,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,X429,3.0,최용순,37,O,,,,,,"[2, 3, 4]",
AAT2009,Interactive Storytelling,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,X429,3.0,김상용,29,O,,,,,,"[2, 3, 4]",
AAT3002,Content Planning & Development,2025 학년도,1학기,1,조회,['금'],10:30,13:15,X429,3.0,김민영,31,O,,,,,,"[2, 3, 4]",
AAT3003,Digital Fabrication(캡스톤디자인),2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,X513,3.0,최용순,18,O,,,,,,"[2, 3, 4]",
AAT3004,Intro to Sonic Art,2025 학년도,1학기,1,조회,['화'],13:30,16:15,X513,3.0,오예민,35,O,,,,,,"[2, 3, 4]",
AAT3015,3D Modeling,2025 학년도,1학기,1,조회,['금'],10:30,13:15,X513,3.0,이형기,28,O,,,,,,"[2, 3, 4]",
AAT3019,Data Visualization,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,X513,3.0,"Kim, Jee Won",38,O,,,,,,"[2, 3, 4]",
AAT3020,Natural Language Processing,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,X423,3.0,정다샘,32,O,,,,,,"[2, 3, 4]",
AAT3022,Speculative Design,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,X423,3.0,이선옥,28,O,,,,,,"[2, 3, 4]",
AAT4001,Computer Graphics,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,X513,3.0,김주섭,14,O,,,,,,"[2, 3, 4]",
AAT4005,Games & Interactive Media,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,X513,3.0,김민영,35,O,,,,,,"[2, 3, 4]",
AAT4008,Visual Effects,2025 학년도,1학기,1,조회,['월'],13:30,16:15,X513,3.0,이형기,31,O,,,,,,"[2, 3, 4]",
AATG001,Metaverse: Design & Development(캡스톤디자인),2025 학년도,1학기,1,조회,['금'],13:30,16:15,GA704,3.0,정문열,1,,,,,,,"[2, 3, 4]",
AATG010,Generative AI,2025 학년도,1학기,1,조회,['목'],10:30,13:15,X423,3.0,정해동,21,,,,,,,"[2, 3, 4]",
AATG015,Deep learning for Music & Audio,2025 학년도,1학기,1,조회,['수'],13:30,16:15,X423,3.0,정다샘,14,,,,,,,"[3, 4]",
AATG800,Creative Entrepreneurship,2025 학년도,1학기,1,조회,['목'],13:30,16:15,X519,3.0,이용덕,5,,,,,,,"[1, 2, 3, 4]",
AIE2050,컴퓨터프로그래밍I,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,D105,3.0,이주호,11,O,,,,"[1,4,7]",,"[1, 2, 3]","""""""""""""""인공지능학 1전공자만 수강가능
학번 끝자리가 1, 4, 7"""""""""""""""
AIE3010,기초머신러닝,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,R404,3.0,최준석,6,,,,,"[1,3,5,7,9]",,[3],학번 끝자리가 홀수
AIE3050,자료구조,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K201,3.0,양지훈,14,,,,,"[2,4,6,8,0]",,"[2, 3]","""""""1전공 컴퓨터공학 학생 수강 불가
학번 끝자리가 짝수"""""""
AIE3054,컴퓨터시스템개론,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,R404,3.0,문의현,22,,,,,"[1,3,5,7,9]",,"[2, 3]",학번 끝자리가 홀수
AIE3091,소프트웨어개발도구및환경실습,2025 학년도,1학기,3,조회,['수'],15:00,20:50,R912,6.0,최재승,2,,,,,,,"[2, 3]",
AIE4012,기초컴퓨터그래픽스,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,R404,3.0,임인성,11,,,,,,,[3],
AIE4050,시스템프로그래밍,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K201,3.0,김영재,3,,,,,"[1,3,5,7,9]",,[3],학번 끝자리가 홀수
AIE4051,컴퓨터아키텍쳐,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,K403,3.0,김주호,6,,,,,"[1,3,5,7,9]",,[3],학번 끝자리가 홀수
AIE4052,컴퓨터 네트워크,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,K201,3.0,김승욱,7,,,,,,,[3],
AIE4055,데이터베이스시스템,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K302,3.0,정성원,9,,,,,,,[3],
AMC2020,문화와글쓰기,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,J313,3.0,안학영,21,O,,,,,,"[1, 2, 3, 4]","전학년 수강가능, 교환학생 수강불가"
AMC2031,미국학입문,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J215,3.0,노재호,27,O,,,,,,[1],"1학년만 수강가능, 교환학생 수강불가"
AMC2033,미국문화사,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,J327,3.0,안학영,39,O,,,,,,"[1, 2, 3, 4]",전학년 수강가능
AMC3014,번역연습,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J313,3.0,김혜진,13,O,,,,,,"[2, 3, 4]","234학년 수강가능, 교환학생 수강불가"
AMC3050,미국영화장르연구,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J309,3.0,"Hantke, Steffen Horst",48,O,,,,,,"[2, 3, 4]","부제: Crime of Film, 2,3,4학년 수강가능"
AMC3057,SF문학과영화,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,J309,3.0,"Hantke, Steffen Horst",36,O,,,,,,"[2, 3, 4]","2,3,4학년 수강가능"
AMC3077,미국서부,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J217,3.0,노재호,44,O,,,,,,"[2, 3, 4]","2,3,4학년 수강가능"
AMC4125,인간과과학기술,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J325,3.0,박상기,28,O,,,,,,"[2, 3, 4]","2,3,4학년 수강가능"
AMC4157,미국흑인문화,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J207,3.0,부경숙,32,O,,,,,,"[2, 3, 4]","2,3,4학년 수강가능"
AMC4160,초국가주의와 미국문화,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J207,3.0,안학영,38,O,,,,,,"[2, 3, 4]","2,3,4학년 수강가능"
BDS3010,빅데이터컴퓨팅,2025 학년도,1학기,1,조회,['월'],13:30,16:15,AS111,3.0,문현아,24,,,,,,,"[3, 4]",PC실습실 요청
BIO1101,일반생물학I,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K404,3.0,이규호,42,,,,,,,"[1, 2, 3, 4]",*생명과학 제1전공 수강불가
BIO1105,일반생물학실험I,2025 학년도,1학기,1,조회,['월'],13:30,16:15,K213,3.0,"Lee, Hosuk Sean",16,O,,,,,,"[1, 2, 3, 4]",
BIO2121,현대생물학실험I,2025 학년도,1학기,1,조회,['월'],13:30,18:20,R204,5.0,이정하,17,,,,,,,"[1, 2, 3, 4]",
BIO2131,생화학I,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K402,3.0,정광환,77,,,,,,,"[1, 2, 3, 4]",
BIO2141,세포학,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K304,3.0,이갑열,74,,,,,,,"[1, 2, 3, 4]",
BIO2522,식물생명과학,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K303,3.0,이병하,75,O,,,,,,"[1, 2, 3, 4]",
BIO2601,유전자클로닝개론,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K404,3.0,김정호,47,,,,,,,"[1, 2, 3, 4]",
BIO3123,현대생물학실험III,2025 학년도,1학기,1,조회,['월'],13:30,18:20,R210,5.0,주봉건,17,,,,,,,"[2, 3, 4]",
BIO3212,생명공학개론,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K307,3.0,"Lee, Hosuk Sean",43,O,,,,,,"[1, 2, 3, 4]",
BIO3712,미생물생리학,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K309,3.0,이규호,19,,,,,,,"[1, 2, 3, 4]",
BIO4252,암생물학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K307,3.0,김정호,37,,,,,,,"[1, 2, 3, 4]",
BIO4321,인체생리학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K502,3.0,이정하,60,,,,,,,"[1, 2, 3, 4]",
BIO4921,특수연구,2025 학년도,1학기,1,조회,[],,,,,주봉건,2,,,,,,,[4],"""*전공학점에 불포함, 졸업학점에 포함
*응용바이오기술실험과 동시수강 불가
*7학기 이상 수강가능"""
BIO4931,응용바이오기술실험,2025 학년도,1학기,1,조회,[],,,,,주봉건,8,,,,,,,[4],"""*전공과목으로 전공학점에 포함
*특수연구와 동일학기 수강불가
*7학기 이상 수강가능"""
BNTG031,지식재산권과특허,2025 학년도,1학기,1,조회,['화'],16:30,19:15,RA406B,3.0,김현진,13,,,,,,,"[3, 4]",학석사 연계과목
CBE2004,화공물리화학,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,AS414,3.0,강문성,67,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, 화학과 수강불가(화공생명공학 다전공자의 경우, 물리화학I (CHM2201) 수강을 본 과목의 수강으로 인정함)"
CBE2005,화공유기화학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,R404,3.0,오세용,73,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, 화학전공 학생 수강불가"
CBE2007,화공생화학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K301,3.0,오병근,127,,,,,,,"[1, 2, 3, 4]",
CBE2010,화공생명공학실험Ⅰ,2025 학년도,1학기,1,조회,['화'],16:30,22:15,R405,6.0,오병근,22,,,,,,,"[1, 2, 3, 4]",
CBE2011,화공수학I,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K201,3.0,최진훈,117,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
CBE2014,화공기초화학Ⅰ,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,K201,3.0,박제영,51,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능"
CBE3002,공정열역학,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K303,3.0,임종성,67,,,,,,,"[1, 2, 3, 4]",
CBE3003,반응공학,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,AS303,3.0,하경수,66,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수 학번만 수강
CBE3004,화공유체역학,2025 학년도,1학기,1,조회,['월'],13:30,16:15,R404,3.0,구기갑,49,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]","홀수 학번만 수강, 화공생명공학전공 학생만 수강 가능(선수과목 : 화공수학Ⅰ 화공수학Ⅱ)"
CBE3006,공정제어,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K303,3.0,조현석,87,O,,,,,,"[1, 2, 3, 4]",
CBE3007,고분자공학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,RA204,3.0,박제영,96,,,,,,,"[1, 2, 3, 4]",
CBE3019,화공생명공학 세미나,2025 학년도,1학기,1,조회,['목'],16:30,18:15,R404,2.0,류재건,124,,,,,,,"[3, 4]","""성적평가:S/U
화공산업과기술경영(CBEG005) 대체과목"""
CBE3304,연구프로젝트Ⅳ,2025 학년도,1학기,2,조회,[],,,,3.0,김충익,14,,,O,,,,"[1, 2, 3, 4]",담당교수와 상의하여 선 승인후에 수강신청해야 함
CBE4004,분리정제공정,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,K303,3.0,이종석,40,O,,,,,,"[1, 2, 3, 4]",
CBE4011,전기화학,2025 학년도,1학기,1,조회,['금'],10:30,13:15,AS414,3.0,박흥목,65,,,,,,,"[1, 2, 3, 4]",
CBE4012,환경공학,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K201,3.0,김충익,29,O,,,,,,"[1, 2, 3, 4]",
CBE4013,생물화학공학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS510,3.0,김현철,98,,,,,,,"[1, 2, 3, 4]",
CBE4017,화공생명공학심화종합설계Ⅰ,2025 학년도,1학기,1,조회,['화'],16:30,22:15,K301,6.0,임종성,30,,,,,,,"[1, 2, 3, 4]",
CBE4022,인공지능:딥러닝,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,AS414,3.0,최진훈,62,O,,,,,,"[1, 2, 3, 4]",
CHI2001,전공기초중국어1,2025 학년도,1학기,1,조회,['금'],10:30,13:15,J204,3.0,이슬기,26,,,,,,,"[1, 2, 3, 4]",
CHI2003,기초한문,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J307,3.0,신지영,43,,,,,,,"[1, 2, 3, 4]",
CHI2006,"오늘의중국,중국인",2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,J209,3.0,홍지순,14,O,,,,,,"[1, 2, 3, 4]",
CHI3001,중국어회화1(중국어강의),2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,J112,3.0,"He, Ya Wen",12,,O,,,,,"[1, 2, 3, 4]",
CHI3002,중국어작문1,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J215,3.0,YANG LIU,24,,,,,,,"[1, 2, 3, 4]",
CHI3003,중국어3,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J217,3.0,문영희,27,,,,,,,"[1, 2, 3, 4]",
CHI3011,중국고전시의세계,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J209,3.0,김보경,19,,,,,,,"[1, 2, 3, 4]",
CHI3014,중국고전명문,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J207,3.0,이정재,23,,,,,,,"[1, 2, 3, 4]",
CHI3022,대만사회변천과문화트렌드(중국어강의),2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J219,3.0,"He, Ya Wen",23,,O,,,,,"[1, 2, 3, 4]",
CHI3026,중국의대중문화,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,J204,3.0,홍지순,17,O,,,,,,"[1, 2, 3, 4]",
CHI3028,사서와현대인의수양,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,J209,3.0,김보경,20,,,,,,,"[1, 2, 3, 4]",
CHI4018,인공지능과 중한번역,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J215,3.0,강병규,17,,,,,,,"[1, 2, 3, 4]",
CHM1001,일반화학I,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K404,3.0,이현수,58,,,,,,,"[1, 2, 3, 4]",화학과 1전공자만 수강가능(화학전용분반)
CHM1051,일반화학실험I,2025 학년도,1학기,1,조회,['월'],13:30,16:15,R112,3.0,한서정,16,,,,,,,"[1, 2, 3, 4]",
CHM2101,분석화학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K303,3.0,장지현,76,,,,,,,"[1, 2, 3, 4]",
CHM2151,분석화학실험,2025 학년도,1학기,1,조회,['월'],15:00,18:50,R115,4.0,신관우,16,,,,,,,"[1, 2, 3, 4]",
CHM2202,물리화학II,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K405,3.0,박준우,55,,,,,,,"[1, 2, 3, 4]",
CHM2231,물리화학특론,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K306,3.0,오한빈,23,O,,,,,,"[1, 2, 3, 4]",
CHM2251,물리화학실험I,2025 학년도,1학기,1,조회,['월'],15:00,18:50,R119,4.0,오한빈,12,,,,,,,"[1, 2, 3, 4]",
CHM2301,유기화학I,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K212,3.0,문봉진,59,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",홀수학번만 가능
CHM2331,유기화학특론I,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K212,3.0,이원구,16,,,,,,,"[1, 2, 3, 4]",
CHM2352,유기화학실험II,2025 학년도,1학기,1,조회,['목'],15:00,18:50,R113,4.0,문봉진,11,,,,,,,"[1, 2, 3, 4]",
CHM2401,무기화학I,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,K212,3.0,서원석,62,,,,,,,"[1, 2, 3, 4]",
CHM2602,생화학II,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K504,3.0,이현수,36,,,,,,,"[1, 2, 3, 4]",
CHM2651,생화학실험,2025 학년도,1학기,1,조회,['월'],15:00,18:50,R117,4.0,이현수,16,,,,,,,"[1, 2, 3, 4]",
CHM4051,연구프로젝트I,2025 학년도,1학기,1,조회,[],,,,,문봉진,9,,,,,,,"[1, 2, 3, 4]",전공으로 인정하지 않음
CHM4053,화학인공지능기초,2025 학년도,1학기,1,조회,['금'],10:30,13:15,K504,3.0,성봉준,39,,,,,,,"[1, 2, 3, 4]",
CHMG101,고급분석화학,2025 학년도,1학기,1,조회,['월'],13:30,16:15,K303,3.0,장지현,41,O,,,,,,"[1, 2, 3, 4]",
CHMG401,고급무기화학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K207,3.0,홍영현,22,O,,,,,,"[1, 2, 3, 4]",
CHS2001,한국문화와역사,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K504,3.0,정선용,48,,,,,,,"[1, 2, 3, 4]",
CHS2002,현대한국의형성,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K301,3.0,김가람,79,,,,,,,"[1, 2, 3, 4]",
CHS2003,현대동아시아의형성,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,K402,3.0,방향숙,74,,,,,,,"[1, 2, 3, 4]",
CHS2004,현대서양의형성,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,K402,3.0,박현숙,62,,,,,,,"[1, 2, 3, 4]",
CHS2006,역사란무엇인가,2025 학년도,1학기,1,,[],,,,3.0,최성철,12,,,,O,,,[],"한국가톨릭교양공유대학(CU12), 절대평가, 2-4학년 대상"
CHU4003,한국의기념과기억문화,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,J311,3.0,이현경,6,,,,,,,"[1, 2, 3, 4]",
CHU4005,인물로본중국사,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K402,3.0,방향숙,76,,,,,,,"[1, 2, 3, 4]",
CHU4020,유라시아의문명과교류,2025 학년도,1학기,1,조회,['수'],15:00,16:40,J107,2.0,전인갑,61,,,,,,,"[1, 2, 3, 4]",
COR1003,영어글로벌의사소통I,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J219,3.0,"Willers, Arthur Gregory",27,O,,,,,,"[1, 2, 3, 4]","수강 대상 전학년, 권장학년 1학년, 자연과학대학, 공과대학, 소프트웨어융합대학 수강 불가"
COR1005,영어글로벌의사소통I(고급),2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J325,3.0,"Thigpen, Byron Douglas",28,O,,,,,,"[1, 2, 3, 4]","절대평가, 모든 계열 수강가능, COR1003과 중복수강 불가"
COR1007,성찰과성장,2025 학년도,1학기,1,조회,[],,,,6.0,"박병훈, 최윤희, 김민회",117,,,,,,,"[1, 2, 3, 4]",04/04(금)-04/05(토) 비대면_실시간
COR1010,기초인공지능프로그래밍,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D105,3.0,문의현,45,O,,,,"[1,4,7]",,[1],"소프트웨어융합대학(컴퓨터공학과, 인공지능학과, AI자유전공학부 학생만 수강 가능)"
COR1012,인문사회글쓰기,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J104,3.0,박숙자,29,,,,,,,"[1, 2, 3, 4]",
COR1013,자연계글쓰기,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J106,3.0,송혜란,28,,,,,,,"[1, 2, 3, 4]",
COR1016,알바트로스세미나(경영),2025 학년도,1학기,1,조회,[],,,,1.0,양동훈,11,,,O,,,,[],
COR1017,알바트로스세미나(인문),2025 학년도,1학기,1,조회,['화'],18:00,18:50,J107,1.0,"박슬기, 김경수",15,,,O,,,,[],
COR1018,알바트로스세미나(사회과학),2025 학년도,1학기,1,조회,[],,,,1.0,연규진,10,,,O,,,,[],제 1전공자만 가능
COR1019,알바트로스세미나(경제),2025 학년도,1학기,1,조회,[],,,,1.0,김홍균,8,,,O,,,,[],
COR1020,알바트로스세미나(로욜라국제),2025 학년도,1학기,1,조회,['수'],18:00,18:50,J317,1.0,손대권,6,O,,O,,,,[],
COR1021,알바트로스세미나(지식융합미디어),2025 학년도,1학기,1,조회,[],,,,1.0,김수연,11,,,O,,,,[],
COR1022,알바트로스세미나(수학),2025 학년도,1학기,1,조회,['수'],18:00,18:50,K303,1.0,김현석,17,,,O,,,,"[1, 2, 3, 4]",*수학 제1전공만 수강가능
COR1023,알바트로스세미나(물리),2025 학년도,1학기,1,조회,['수'],18:00,18:50,K304,1.0,장준익,12,,,O,,,,"[1, 2, 3, 4]",*물리학 제1전공만 수강가능
COR1024,알바트로스세미나(화학),2025 학년도,1학기,1,조회,['수'],18:00,19:45,K401,2.0,문봉진,18,,,O,,,,"[1, 2, 3, 4]",
COR1025,알바트로스세미나(생명과학),2025 학년도,1학기,1,조회,['수'],18:00,18:50,K402,1.0,허진영,14,,,O,,,,"[1, 2, 3, 4]",*생명과학 제1전공만 수강가능
COR1026,알바트로스세미나(전자),2025 학년도,1학기,1,조회,['월'],13:30,14:20,K401,1.0,강석주,6,,,O,,,,[],
COR1027,알바트로스세미나(화공생명),2025 학년도,1학기,1,조회,['수'],18:00,18:50,R404,1.0,오세용,7,,,O,,,,[],
COR1028,알바트로스세미나(기계),2025 학년도,1학기,1,조회,['수'],18:00,18:50,AS510,1.0,강성민,10,,,O,,,,[],
COR1029,알바트로스세미나(컴퓨터),2025 학년도,1학기,1,조회,['수'],18:00,18:50,RA204,1.0,김세준,11,,,O,,,,[],
COR1030,알바트로스세미나(인공지능),2025 학년도,1학기,1,조회,['화'],18:00,18:50,F401,1.0,이영민,17,,,O,,,,[],
COR1031,알바트로스세미나(시스템반도체),2025 학년도,1학기,1,조회,['월'],13:30,14:20,K406,1.0,김성진,10,,,O,,,,[1],제 1전공자만 가능
COR1032,알바트로스세미나(인문학기반 자유전공학부),2025 학년도,1학기,1,조회,['수'],18:00,18:50,J102,1.0,김태원,18,,,O,,,,[],
COR1033,알바트로스세미나(SCIENCE 기반자유전공학부),2025 학년도,1학기,1,조회,['수'],18:00,18:50,K306,1.0,임경수,14,,,O,,,,[1],SCIENCE기반 자유전공학부생만 수강가능(1학년 필수)
COR1034,알바트로스세미나(AI기반 자유전공학부),2025 학년도,1학기,1,조회,['화'],18:00,18:50,RA408,1.0,박운상,12,,,O,,,,[],
CSE2003,컴퓨터프로그래밍I,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,D105,3.0,이주호,51,O,,,,"[1,4,7]",,"[1, 2, 3, 4]","""""""""""""""""""""""""""""""컴퓨터공학과, AI기반자유전공학부, SCIENCE기반자유전공학부, 인문학기반자유전공학부 1전공자만 가능
인공지능학과"
CSE3013,소프트웨어개발도구및환경실습,2025 학년도,1학기,1,조회,['월'],15:00,20:50,R912,6.0,김승욱,31,,,,,,,"[2, 3, 4]",인공지능학과 1전공자 수강 불가
CSE3016,컴퓨터공학실험II,2025 학년도,1학기,1,조회,['화'],15:00,20:50,AS714,6.0,김승욱,17,,,,,,,"[2, 3, 4]",인공지능학과 1전공자 수강 불가
CSE3030,컴퓨터시스템개론,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,R404,3.0,문의현,125,,,,,"[1,3,5,7,9]",,"[2, 3, 4]",인공지능학과 1전공자 수강 불가
CSE3080,자료구조,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K201,3.0,양지훈,99,,,,,"[2,4,6,8,0]",,"[2, 3, 4]",인공지능학과 1전공자 수강 불가
CSE4010,컴퓨터아키텍쳐,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,K403,3.0,김주호,78,O,,,,"[1,3,5,7,9]",,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4020,SW 분석 및 설계,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,AS714,3.0,최수진,26,,,,,,,"[3, 4]",
CSE4022,오픈소스를 이용한 SW 개발 실습,2025 학년도,1학기,1,조회,['금'],15:00,20:50,AS111,6.0,최수진,30,,,,,,,"[3, 4]",
CSE4050,프로그래밍언어,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K302,3.0,낭종호,108,,,,,,,"[3, 4]",
CSE4100,시스템프로그래밍,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,K201,3.0,김영재,119,,,,,"[1,3,5,7,9]",,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4110,데이터베이스시스템,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,K302,3.0,정성원,170,,,,,,,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4130,기초머신러닝,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,R404,3.0,최준석,98,,,,,"[1,3,5,7,9]",,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4170,기초컴퓨터그래픽스,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,R404,3.0,임인성,127,,,,,,,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4175,컴퓨터네트워크,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,K201,3.0,김승욱,140,,,,,,,"[3, 4]",인공지능학과 1전공자 수강 불가
CSE4186,캡스톤디자인(캡스톤디자인),2025 학년도,1학기,1,조회,['월'],13:30,16:15,AS301,3.0,정영민,41,,,,,,,"[3, 4]",
CSE4187,산학프로젝트(캡스톤디자인),2025 학년도,1학기,1,조회,['월'],13:30,16:15,AS414,3.0,구명완,36,,,,,,,[4],
